STATEFP,COUNTYFP,STNAME,CTYNAME,NAMELSAD,population,Longitude,Latitude
27,125,Minnesota,Red Lake County,Red Lake County,3999,-96.09530339,47.87169441
41,31,Oregon,Jefferson County,Jefferson County,24192,-121.1762374,44.62942103
47,21,Tennessee,Cheatham County,Cheatham County,40439,-87.08678202,36.26117189
46,127,South Dakota,Union County,Union County,15619,-96.65609039,42.83248627
1,51,Alabama,Elmore County,Elmore County,81887,-86.14914658,32.596648
13,187,Georgia,Lumpkin County,Lumpkin County,32955,-84.00265018,34.57218588
39,83,Ohio,Knox County,Knox County,61893,-82.42153375,40.39876524
19,17,Iowa,Bremer County,Bremer County,24947,-92.31805483,42.77458725
48,175,Texas,Goliad County,Goliad County,7584,-97.42649226,28.65709521
37,89,North Carolina,Henderson County,Henderson County,116748,-82.47995113,35.33626507
12,61,Florida,Indian River County,Indian River County,157413,-80.57408961,27.69639085
48,393,Texas,Roberts County,Roberts County,903,-100.8134441,35.83849167
31,49,Nebraska,Deuel County,Deuel County,1825,-102.3339499,41.11159782
36,51,New York,Livingston County,Livingston County,63227,-77.77549192,42.72807523
19,141,Iowa,O'Brien County,O'Brien County,13840,-95.62487834,43.08375265
48,59,Texas,Callahan County,Callahan County,13994,-99.37348808,32.2976557
48,379,Texas,Rains County,Rains County,12159,-95.79337635,32.87033942
20,67,Kansas,Grant County,Grant County,7336,-101.3080213,37.56219327
51,105,Virginia,Lee County,Lee County,23541,-83.12861825,36.70542643
35,51,New Mexico,Sierra County,Sierra County,10968,-107.1923789,33.13049101
5,43,Arkansas,Drew County,Drew County,18328,-91.72002046,33.58945057
31,123,Nebraska,Morrill County,Morrill County,4686,-103.0105488,41.71599965
29,15,Missouri,Benton County,Benton County,19278,-93.2879465,38.29484905
5,109,Arkansas,Pike County,Pike County,10673,-93.65634167,34.16349804
8,77,Colorado,Mesa County,Mesa County,153207,-108.4664402,39.0182905
29,65,Missouri,Dent County,Dent County,15441,-91.50788266,37.60663017
51,185,Virginia,Tazewell County,Tazewell County,40855,-81.56059674,37.12497799
42,103,Pennsylvania,Pike County,Pike County,55933,-75.03382898,41.33198753
42,115,Pennsylvania,Susquehanna County,Susquehanna County,40589,-75.8006829,41.82132575
48,343,Texas,Morris County,Morris County,12339,-94.73265037,33.11348257
42,125,Pennsylvania,Washington County,Washington County,207346,-80.24824436,40.18940076
50,1,Vermont,Addison County,Addison County,36973,-73.14094137,44.03090901
20,103,Kansas,Leavenworth County,Leavenworth County,81352,-95.03791144,39.19933452
26,121,Michigan,Muskegon County,Muskegon County,173588,-86.53523411,43.28992989
28,49,Mississippi,Hinds County,Hinds County,237085,-90.44282117,32.26670192
48,281,Texas,Lampasas County,Lampasas County,21229,-98.24144464,31.196191
51,107,Virginia,Loudoun County,Loudoun County,406850,-77.63570535,39.09067586
29,185,Missouri,St. Clair County,St. Clair County,9395,-93.77597576,38.03717801
36,25,New York,Delaware County,Delaware County,44527,-74.96646628,42.19808799
30,71,Montana,Phillips County,Phillips County,4074,-107.9132357,48.25918249
29,129,Missouri,Mercer County,Mercer County,3641,-93.56855817,40.42233137
53,45,Washington,Mason County,Mason County,65507,-123.1830098,47.35053514
37,127,North Carolina,Nash County,Nash County,94016,-77.98644482,35.9672503
51,199,Virginia,York County,York County,67846,-76.44252936,37.2380533
29,159,Missouri,Pettis County,Pettis County,42542,-93.28509643,38.72828934
30,63,Montana,Missoula County,Missoula County,118791,-113.9237412,47.03652531
20,19,Kansas,Chautauqua County,Chautauqua County,3309,-96.24537826,37.15005722
48,459,Texas,Upshur County,Upshur County,41260,-94.94148454,32.73627654
51,47,Virginia,Culpeper County,Culpeper County,51859,-77.95581926,38.48603763
40,61,Oklahoma,Haskell County,Haskell County,12668,-95.11660351,35.22482184
54,69,West Virginia,Ohio County,Ohio County,41755,-80.61905701,40.09692171
54,65,West Virginia,Morgan County,Morgan County,17787,-78.25773171,39.56043315
51,165,Virginia,Rockingham County,Rockingham County,81244,-78.87575164,38.51201049
18,183,Indiana,Whitley County,Whitley County,34074,-85.50511793,41.13937532
6,93,California,Siskiyou County,Siskiyou County,43724,-122.5403678,41.59268663
46,37,South Dakota,Day County,Day County,5505,-97.607409,45.36715159
22,71,Louisiana,Orleans Parish,Orleans Parish,391006,-89.92812806,30.06864367
1,73,Alabama,Jefferson County,Jefferson County,659300,-86.89648961,33.55431428
1,127,Alabama,Walker County,Walker County,63711,-87.2973574,33.80333474
29,63,Missouri,DeKalb County,DeKalb County,12630,-94.40470943,39.89317636
12,39,Florida,Gadsden County,Gadsden County,45894,-84.61359933,30.57946888
13,83,Georgia,Dade County,Dade County,16226,-85.50452721,34.85452066
28,33,Mississippi,DeSoto County,DeSoto County,182001,-89.99176998,34.87539895
51,187,Virginia,Warren County,Warren County,40003,-78.20845939,38.90864793
17,47,Illinois,Edwards County,Edwards County,6392,-88.05326892,38.41653271
47,113,Tennessee,Madison County,Madison County,97605,-88.83847085,35.6081437
69,110,NA,NA,Saipan Municipality,NA,145.7773793,15.19926521
1,111,Alabama,Randolph County,Randolph County,22725,-85.45907016,33.29378734
37,9,North Carolina,Ashe County,Ashe County,27109,-81.5005212,36.4344247
8,33,Colorado,Dolores County,Dolores County,2074,-108.5172653,37.75161081
39,89,Ohio,Licking County,Licking County,175769,-82.48310032,40.0916076
51,683,Virginia,Manassas city,Manassas city,41641,-77.48380871,38.74788113
5,139,Arkansas,Union County,Union County,39126,-92.59728835,33.17136312
17,71,Illinois,Henderson County,Henderson County,6709,-90.92511088,40.81811705
1,101,Alabama,Montgomery County,Montgomery County,225763,-86.20761427,32.22025795
8,5,Colorado,Arapahoe County,Arapahoe County,651215,-104.339236,39.6497751
21,155,Kentucky,Marion County,Marion County,19404,-85.26963195,37.55253422
53,57,Washington,Skagit County,Skagit County,128206,-121.8016068,48.48207611
28,67,Mississippi,Jones County,Jones County,68461,-89.16879331,31.62255881
55,21,Wisconsin,Columbia County,Columbia County,57358,-89.33373624,43.46660805
37,19,North Carolina,Brunswick County,Brunswick County,136744,-78.2274071,34.03887559
27,29,Minnesota,Clearwater County,Clearwater County,8810,-95.37902378,47.57765349
51,131,Virginia,Northampton County,Northampton County,11735,-75.92854185,37.30078434
20,163,Kansas,Rooks County,Rooks County,5013,-99.32505354,39.3502303
18,41,Indiana,Fayette County,Fayette County,23047,-85.17872496,39.64005585
31,79,Nebraska,Hall County,Hall County,61607,-98.502174,40.87257151
31,81,Nebraska,Hamilton County,Hamilton County,9280,-98.02286531,40.8730328
31,115,Nebraska,Loup County,Loup County,618,-99.45442057,41.91384687
30,91,Montana,Sheridan County,Sheridan County,3424,-104.5046492,48.72100227
31,63,Nebraska,Frontier County,Frontier County,2608,-100.3942026,40.53008321
72,89,NA,NA,Luquillo Municipio,NA,-65.71215317,18.36866393
1,7,Alabama,Bibb County,Bibb County,22400,-87.1264391,32.9986443
28,75,Mississippi,Lauderdale County,Lauderdale County,75317,-88.66254153,32.4042862
27,11,Minnesota,Big Stone County,Big Stone County,4989,-96.4109184,45.42609914
27,13,Minnesota,Blue Earth County,Blue Earth County,67427,-94.06703893,44.03459235
51,91,Virginia,Highland County,Highland County,2210,-79.56854415,38.36232556
51,177,Virginia,Spotsylvania County,Spotsylvania County,134238,-77.6560475,38.1849542
33,17,New Hampshire,Strafford County,Strafford County,130090,-71.02880287,43.29699439
13,153,Georgia,Houston County,Houston County,155469,-83.66624258,32.45900712
26,41,Michigan,Delta County,Delta County,35857,-86.87059665,45.79163646
5,131,Arkansas,Sebastian County,Sebastian County,127753,-94.27414042,35.19971616
6,87,California,Santa Cruz County,Santa Cruz County,274255,-122.0097874,37.02160591
13,191,Georgia,McIntosh County,McIntosh County,14340,-81.37556637,31.48380621
13,207,Georgia,Monroe County,Monroe County,27520,-83.91868214,33.01389725
29,69,Missouri,Dunklin County,Dunklin County,29423,-90.09090552,36.27213502
48,483,Texas,Wheeler County,Wheeler County,5191,-100.2696475,35.40127881
13,117,Georgia,Forsyth County,Forsyth County,236612,-84.12501738,34.22554639
48,409,Texas,San Patricio County,San Patricio County,66893,-97.51827401,28.00878307
28,147,Mississippi,Walthall County,Walthall County,14465,-90.10613675,31.14842223
29,137,Missouri,Monroe County,Monroe County,8664,-92.00073588,39.4954646
26,73,Michigan,Isabella County,Isabella County,70562,-84.84680266,43.64059665
48,341,Texas,Moore County,Moore County,21485,-101.8929228,35.83768725
45,17,South Carolina,Calhoun County,Calhoun County,14520,-80.78028014,33.674855
56,35,Wyoming,Sublette County,Sublette County,9813,-109.9147059,42.76690665
21,69,Kentucky,Fleming County,Fleming County,14432,-83.696643,38.37010628
55,19,Wisconsin,Clark County,Clark County,34709,-90.61205765,44.73472554
45,91,South Carolina,York County,York County,274118,-81.18438795,34.9747663
18,1,Indiana,Adams County,Adams County,35636,-84.93665472,40.74565993
22,5,Louisiana,Ascension Parish,Ascension Parish,124672,-90.91129156,30.20354453
42,119,Pennsylvania,Union County,Union County,44785,-77.06226922,40.96297154
51,41,Virginia,Chesterfield County,Chesterfield County,348556,-77.58694941,37.37852929
22,1,Louisiana,Acadia Parish,Acadia Parish,62190,-92.41197912,30.29053336
42,39,Pennsylvania,Crawford County,Crawford County,85063,-80.10627746,41.68469648
46,123,South Dakota,Tripp County,Tripp County,5478,-99.88399425,43.34587301
19,77,Iowa,Guthrie County,Guthrie County,10720,-94.50105501,41.68375481
19,183,Iowa,Washington County,Washington County,22141,-91.7178702,41.33560019
46,111,South Dakota,Sanborn County,Sanborn County,2429,-98.0913854,44.02345109
40,51,Oklahoma,Grady County,Grady County,55551,-97.88410927,35.01694044
54,39,West Virginia,Kanawha County,Kanawha County,180454,-81.52811788,38.33657482
55,109,Wisconsin,St. Croix County,St. Croix County,89694,-92.45278263,45.03406629
42,121,Pennsylvania,Venango County,Venango County,51266,-79.75794565,41.40096896
39,153,Ohio,Summit County,Summit County,541918,-81.53216688,41.1259786
13,127,Georgia,Glynn County,Glynn County,85219,-81.49369759,31.21324181
48,479,Texas,Webb County,Webb County,275910,-99.3315653,27.76106243
37,123,North Carolina,Montgomery County,Montgomery County,27271,-79.90547874,35.33246645
23,3,Maine,Aroostook County,Aroostook County,67111,-68.59888751,46.65881118
28,65,Mississippi,Jefferson Davis County,Jefferson Davis County,11234,-89.82300244,31.56964111
18,175,Indiana,Washington County,Washington County,27943,-86.10530591,38.59998418
48,31,Texas,Blanco County,Blanco County,11702,-98.39986503,30.2663769
51,25,Virginia,Brunswick County,Brunswick County,16384,-77.85902939,36.7647497
47,45,Tennessee,Dyer County,Dyer County,37320,-89.41376595,36.0590578
47,53,Tennessee,Gibson County,Gibson County,49045,-88.9326248,35.99661132
51,149,Virginia,Prince George County,Prince George County,38082,-77.22416753,37.1865383
5,75,Arkansas,Lawrence County,Lawrence County,16434,-91.10707479,36.04124742
38,27,North Dakota,Eddy County,Eddy County,2313,-98.90158374,47.71758619
53,53,Washington,Pierce County,Pierce County,891299,-122.1372225,47.03760565
16,63,Idaho,Lincoln County,Lincoln County,5360,-114.1382073,43.00240086
42,71,Pennsylvania,Lancaster County,Lancaster County,543557,-76.24770427,40.04243844
55,57,Wisconsin,Juneau County,Juneau County,26617,-90.11379199,43.92460455
47,151,Tennessee,Scott County,Scott County,22039,-84.50351731,36.42853857
46,31,South Dakota,Corson County,Corson County,4165,-101.1968693,45.70860087
46,53,South Dakota,Gregory County,Gregory County,4212,-99.1856122,43.19237695
37,181,North Carolina,Vance County,Vance County,44582,-78.40792904,36.36491698
21,33,Kentucky,Caldwell County,Caldwell County,12715,-87.86790687,37.14533298
45,11,South Carolina,Barnwell County,Barnwell County,21112,-81.43502277,33.26606363
47,39,Tennessee,Decatur County,Decatur County,11706,-88.10877278,35.60301976
18,9,Indiana,Blackford County,Blackford County,11930,-85.32481991,40.47360055
1,55,Alabama,Etowah County,Etowah County,102501,-86.03476223,34.04525408
16,25,Idaho,Camas County,Camas County,1127,-114.8057769,43.46332612
20,155,Kansas,Reno County,Reno County,62342,-98.08600665,37.95295287
47,119,Tennessee,Maury County,Maury County,94340,-87.07701395,35.61693963
56,15,Wyoming,Goshen County,Goshen County,13376,-104.3532645,42.08793926
55,107,Wisconsin,Rusk County,Rusk County,14147,-91.13313185,45.4751427
55,133,Wisconsin,Waukesha County,Waukesha County,403072,-88.30451757,43.01821229
21,79,Kentucky,Garrard County,Garrard County,17560,-84.53763276,37.63957764
25,21,Massachusetts,Norfolk County,Norfolk County,705388,-71.18382827,42.17097974
18,63,Indiana,Hendricks County,Hendricks County,167009,-86.5099759,39.76951738
17,77,Illinois,Jackson County,Jackson County,57419,-89.38211566,37.78513965
45,43,South Carolina,Georgetown County,Georgetown County,62249,-79.29933527,33.41274601
38,41,North Dakota,Hettinger County,Hettinger County,2514,-102.4603622,46.43253207
49,19,Utah,Grand County,Grand County,9764,-109.5698337,38.98194496
49,45,Utah,Tooele County,Tooele County,69907,-113.1310906,40.44874936
51,650,Virginia,Hampton city,Hampton city,134313,-76.29535985,37.04874896
55,11,Wisconsin,Buffalo County,Buffalo County,13125,-91.75446966,44.37983215
51,69,Virginia,Frederick County,Frederick County,88355,-78.26254709,39.20458328
54,41,West Virginia,Lewis County,Lewis County,16024,-80.50215934,38.99586768
27,119,Minnesota,Polk County,Polk County,31529,-96.40180596,47.77385451
27,127,Minnesota,Redwood County,Redwood County,15249,-95.25383379,44.40366054
47,47,Tennessee,Fayette County,Fayette County,40507,-89.41437406,35.19707901
60,40,NA,NA,Swains Island,NA,-171.0749296,-11.05438699
22,89,Louisiana,St. Charles Parish,St. Charles Parish,52879,-90.35822047,29.90552827
5,111,Arkansas,Poinsett County,Poinsett County,23974,-90.66294004,35.57403212
12,45,Florida,Gulf County,Gulf County,16164,-85.26100628,29.90862112
47,63,Tennessee,Hamblen County,Hamblen County,64569,-83.26666256,36.21715193
1,21,Alabama,Chilton County,Chilton County,44153,-86.71881367,32.84785321
48,351,Texas,Newton County,Newton County,13746,-93.74474101,30.78630919
48,219,Texas,Hockley County,Hockley County,22980,-102.3431972,33.60764269
13,9,Georgia,Baldwin County,Baldwin County,44823,-83.24959063,33.06927575
37,175,North Carolina,Transylvania County,Transylvania County,34215,-82.79827758,35.20215667
37,171,North Carolina,Surry County,Surry County,71948,-80.68807798,36.41482053
1,31,Alabama,Coffee County,Coffee County,51909,-85.98820693,31.40262718
39,149,Ohio,Shelby County,Shelby County,48627,-84.20474279,40.33152518
16,27,Idaho,Canyon County,Canyon County,223499,-116.7092701,43.62508696
30,19,Montana,Daniels County,Daniels County,1747,-105.5486171,48.78379719
12,73,Florida,Leon County,Leon County,292502,-84.27788134,30.45803865
40,119,Oklahoma,Payne County,Payne County,82040,-96.97577087,36.07731508
1,39,Alabama,Covington County,Covington County,36986,-86.45124254,31.2484924
18,93,Indiana,Lawrence County,Lawrence County,45668,-86.48345113,38.84116289
20,69,Kansas,Gray County,Gray County,6033,-100.4378629,37.73819786
21,45,Kentucky,Casey County,Casey County,15888,-84.92836812,37.32228256
21,169,Kentucky,Metcalfe County,Metcalfe County,10030,-85.62925111,36.9905418
21,207,Kentucky,Russell County,Russell County,17821,-85.05868755,36.99103431
22,11,Louisiana,Beauregard Parish,Beauregard Parish,37253,-93.34333899,30.64846873
23,25,Maine,Somerset County,Somerset County,50592,-69.95882121,45.51386745
40,25,Oklahoma,Cimarron County,Cimarron County,2153,-102.5177255,36.74830828
21,163,Kentucky,Meade County,Meade County,28715,-86.21717865,37.96983917
21,179,Kentucky,Nelson County,Nelson County,45851,-85.46598859,37.80513127
21,187,Kentucky,Owen County,Owen County,10880,-84.82810982,38.51963626
29,155,Missouri,Pemiscot County,Pemiscot County,16272,-89.78537893,36.21145027
31,125,Nebraska,Nance County,Nance County,3532,-97.99225091,41.39730225
55,78,Wisconsin,Menominee County,Menominee County,4658,-88.71000586,45.00436718
48,365,Texas,Panola County,Panola County,23148,-94.30563989,32.1623552
21,11,Kentucky,Bath County,Bath County,12383,-83.74266723,38.14497372
48,1,Texas,Anderson County,Anderson County,58057,-95.65254718,31.81332567
51,33,Virginia,Caroline County,Caroline County,30772,-77.34704803,38.02671808
19,167,Iowa,Sioux County,Sioux County,34909,-96.17788284,43.08261738
6,21,California,Glenn County,Glenn County,28047,-122.3922068,39.59840477
29,510,Missouri,St. Louis city,St. Louis city,302838,-90.2451721,38.6357743
13,111,Georgia,Fannin County,Fannin County,25964,-84.31985258,34.86411465
46,51,South Dakota,Grant County,Grant County,7147,-96.76769471,45.17193495
46,91,South Dakota,Marshall County,Marshall County,5112,-97.59850044,45.75867077
53,67,Washington,Thurston County,Thurston County,286419,-122.8322918,46.92962743
31,107,Nebraska,Knox County,Knox County,8419,-97.89189684,42.63678154
35,61,New Mexico,Valencia County,Valencia County,76456,-106.8090623,34.71545802
