STATEFP,COUNTYFP,STNAME,CTYNAME,NAMELSAD,population,Longitude,Latitude
39,127,Ohio,Perry County,Perry County,36033,-82.23613822,39.73714855
51,590,Virginia,Danville city,Danville city,40693,-79.40880677,36.58319126
13,11,Georgia,Banks County,Banks County,18988,-83.49737111,34.3541323
13,305,Georgia,Wayne County,Wayne County,29808,-81.91675874,31.55143368
40,109,Oklahoma,Oklahoma County,Oklahoma County,792582,-97.40720287,35.55152277
40,69,Oklahoma,Johnston County,Johnston County,10949,-96.66066441,34.31649349
37,99,North Carolina,Jackson County,Jackson County,43327,-83.14084243,35.28753753
49,43,Utah,Summit County,Summit County,41933,-110.9558935,40.86816638
29,167,Missouri,Polk County,Polk County,32201,-93.40053266,37.616479
32,15,Nevada,Lander County,Lander County,5575,-117.0379084,39.93380605
19,191,Iowa,Winneshiek County,Winneshiek County,20029,-91.84370361,43.29067883
21,23,Kentucky,Bracken County,Bracken County,8239,-84.09018998,38.68881396
55,37,Wisconsin,Florence County,Florence County,4321,-88.39811336,45.8484672
54,87,West Virginia,Roane County,Roane County,13932,-81.34834952,38.71402559
27,159,Minnesota,Wadena County,Wadena County,13773,-94.96940783,46.58576156
51,670,Virginia,Hopewell city,Hopewell city,22596,-77.29851918,37.29136296
17,201,Illinois,Winnebago County,Winnebago County,284081,-89.1608539,42.33625855
4,7,Arizona,Gila County,Gila County,53889,-110.8117371,33.79974987
24,45,Maryland,Wicomico County,Wicomico County,103195,-75.63153107,38.36941007
21,43,Kentucky,Carter County,Carter County,27004,-83.0495366,38.31817307
37,97,North Carolina,Iredell County,Iredell County,178435,-80.87349274,35.80669729
51,83,Virginia,Halifax County,Halifax County,34120,-78.93660282,36.76698585
37,91,North Carolina,Hertford County,Hertford County,23659,-76.98071478,36.35863603
36,57,New York,Montgomery County,Montgomery County,49455,-74.43968269,42.90228163
27,113,Minnesota,Pennington County,Pennington County,14178,-96.03666829,48.06623205
53,73,Washington,Whatcom County,Whatcom County,225685,-121.8728217,48.82961515
41,21,Oregon,Gilliam County,Gilliam County,1894,-120.2106853,45.37826908
34,29,New Jersey,Ocean County,Ocean County,601651,-74.24991593,39.8659325
5,9,Arkansas,Boone County,Boone County,37480,-93.09156272,36.30859909
40,31,Oklahoma,Comanche County,Comanche County,120422,-98.47166106,34.66210129
48,253,Texas,Jones County,Jones County,19817,-99.87874425,32.73990387
48,185,Texas,Grimes County,Grimes County,28360,-95.98550325,30.54347121
26,49,Michigan,Genesee County,Genesee County,406892,-83.70671104,43.0217229
22,7,Louisiana,Assumption Parish,Assumption Parish,22300,-91.06258686,29.90077228
28,13,Mississippi,Calhoun County,Calhoun County,14436,-89.33644516,33.93645
28,41,Mississippi,Greene County,Greene County,13586,-88.63916294,31.21422475
30,17,Montana,Custer County,Custer County,11586,-105.571711,46.25270896
46,109,South Dakota,Roberts County,Roberts County,10447,-96.94611341,45.62964356
17,141,Illinois,Ogle County,Ogle County,50923,-89.3206539,42.04264475
38,77,North Dakota,Richland County,Richland County,16239,-96.94828309,46.2646557
55,5,Wisconsin,Barron County,Barron County,45164,-91.84831201,45.42372326
55,51,Wisconsin,Iron County,Iron County,5676,-90.26445274,46.31705558
27,157,Minnesota,Wabasha County,Wabasha County,21645,-92.23026026,44.28428616
6,15,California,Del Norte County,Del Norte County,27828,-123.9578014,41.74494237
40,127,Oklahoma,Pushmataha County,Pushmataha County,11179,-95.3757941,34.41620204
53,7,Washington,Chelan County,Chelan County,77036,-120.6189735,47.86920712
26,141,Michigan,Presque Isle County,Presque Isle County,12738,-83.52775645,45.4493131
40,27,Oklahoma,Cleveland County,Cleveland County,281669,-97.32640686,35.20302133
36,105,New York,Sullivan County,Sullivan County,75498,-74.76814298,41.71642257
37,149,North Carolina,Polk County,Polk County,20611,-82.16967793,35.27927896
37,165,North Carolina,Scotland County,Scotland County,34810,-79.48043119,34.84088631
37,85,North Carolina,Harnett County,Harnett County,134214,-78.86941252,35.36862916
37,105,North Carolina,Lee County,Lee County,61452,-79.17148361,35.47518642
18,159,Indiana,Tipton County,Tipton County,15128,-86.05185898,40.31134524
20,27,Kansas,Clay County,Clay County,7997,-97.16517237,39.34971644
40,145,Oklahoma,Wagoner County,Wagoner County,80110,-95.52118107,35.96109502
30,83,Montana,Richland County,Richland County,10913,-104.5614154,47.78792973
5,3,Arkansas,Ashley County,Ashley County,20046,-91.76844756,33.19122198
5,41,Arkansas,Desha County,Desha County,11512,-91.25394427,33.83333318
72,147,NA,NA,Vieques Municipio,NA,-65.43230487,18.12526458
47,135,Tennessee,Perry County,Perry County,8064,-87.85896674,35.6426343
27,163,Minnesota,Washington County,Washington County,259201,-92.88396942,45.03875325
51,740,Virginia,Portsmouth city,Portsmouth city,94632,-76.35670862,36.85900078
42,51,Pennsylvania,Fayette County,Fayette County,130441,-79.64736935,39.91989958
54,23,West Virginia,Grant County,Grant County,11626,-79.19557007,39.10513442
51,171,Virginia,Shenandoah County,Shenandoah County,43497,-78.57085167,38.8583044
48,235,Texas,Irion County,Irion County,1522,-100.9824193,31.30392502
29,25,Missouri,Caldwell County,Caldwell County,9108,-93.98279933,39.65575099
12,107,Florida,Putnam County,Putnam County,74163,-81.74430413,29.60863485
18,25,Indiana,Crawford County,Crawford County,10558,-86.45170839,38.29241457
29,111,Missouri,Lewis County,Lewis County,9855,-91.7221441,40.0968997
31,75,Nebraska,Grant County,Grant County,660,-101.7405188,41.91499371
72,87,NA,NA,Loíza Municipio,NA,-65.90252331,18.45783165
16,71,Idaho,Oneida County,Oneida County,4488,-112.5393566,42.19496984
17,139,Illinois,Moultrie County,Moultrie County,14717,-88.61929917,39.64147938
21,107,Kentucky,Hopkins County,Hopkins County,45068,-87.54084214,37.30882014
16,35,Idaho,Clearwater County,Clearwater County,8758,-115.6569071,46.67371943
21,13,Kentucky,Bell County,Bell County,26569,-83.67409506,36.73064825
27,35,Minnesota,Crow Wing County,Crow Wing County,64889,-94.07087766,46.48237374
60,50,NA,NA,Western District,NA,-170.7845273,-14.33555541
72,11,NA,NA,Añasco Municipio,NA,-67.13153028,18.28707899
4,9,Arizona,Graham County,Graham County,38072,-109.8874379,32.93271576
5,123,Arkansas,St. Francis County,St. Francis County,25439,-90.74778539,35.02200541
13,101,Georgia,Echols County,Echols County,4000,-82.89393519,30.71008961
2,70,Alaska,Dillingham Census Area,Dillingham Census Area,5000,-158.3482702,59.71399512
20,105,Kansas,Lincoln County,Lincoln County,3023,-98.20769852,39.04532807
20,183,Kansas,Smith County,Smith County,3603,-98.78547279,39.78515636
12,65,Florida,Jefferson County,Jefferson County,14288,-83.90047448,30.42345821
72,41,NA,NA,Cidra Municipio,NA,-66.16092794,18.17370887
28,5,Mississippi,Amite County,Amite County,12326,-90.80443149,31.17439653
5,97,Arkansas,Montgomery County,Montgomery County,8924,-93.65953174,34.5387936
26,25,Michigan,Calhoun County,Calhoun County,134487,-85.00558349,42.24653947
1,29,Alabama,Cleburne County,Cleburne County,14987,-85.51876803,33.67455771
8,123,Colorado,Weld County,Weld County,314305,-104.3925328,40.55482778
40,9,Oklahoma,Beckham County,Beckham County,21709,-99.68192122,35.26870837
6,49,California,Modoc County,Modoc County,8777,-120.725029,41.58983357
19,153,Iowa,Polk County,Polk County,487204,-93.57353354,41.68550482
13,179,Georgia,Liberty County,Liberty County,61497,-81.45625569,31.80722886
48,349,Texas,Navarro County,Navarro County,49565,-96.47248507,32.04692918
48,47,Texas,Brooks County,Brooks County,7114,-98.21872112,27.03157264
47,187,Tennessee,Williamson County,Williamson County,231729,-86.89860588,35.89378018
56,21,Wyoming,Laramie County,Laramie County,98976,-104.6896158,41.30706536
53,3,Washington,Asotin County,Asotin County,22610,-117.203075,46.19180096
27,155,Minnesota,Traverse County,Traverse County,3308,-96.47164136,45.77218448
17,17,Illinois,Cass County,Cass County,12260,-90.24738572,39.97356547
13,247,Georgia,Rockdale County,Rockdale County,90594,-84.02660829,33.65423544
42,67,Pennsylvania,Juniata County,Juniata County,24704,-77.40216267,40.53106491
42,83,Pennsylvania,McKean County,McKean County,40968,-78.56902513,41.80774761
40,49,Oklahoma,Garvin County,Garvin County,27811,-97.30932338,34.70457256
31,21,Nebraska,Burt County,Burt County,6488,-96.32860447,41.85156319
35,45,New Mexico,San Juan County,San Juan County,125043,-108.3206032,36.50851078
36,73,New York,Orleans County,Orleans County,40612,-78.23044411,43.38228243
22,31,Louisiana,De Soto Parish,De Soto Parish,27436,-93.73727737,32.05544962
6,19,California,Fresno County,Fresno County,994400,-119.6493226,36.75818012
13,105,Georgia,Elbert County,Elbert County,19120,-82.8400955,34.11679328
1,5,Alabama,Barbour County,Barbour County,24881,-85.39319698,31.86960324
37,17,North Carolina,Bladen County,Bladen County,33190,-78.56364931,34.61458733
48,111,Texas,Dallam County,Dallam County,7200,-102.6021856,36.27788789
17,167,Illinois,Sangamon County,Sangamon County,195348,-89.6588977,39.75817278
40,35,Oklahoma,Craig County,Craig County,14306,-95.2084971,36.76176147
47,35,Tennessee,Cumberland County,Cumberland County,59673,-84.99835158,35.95038791
26,137,Michigan,Otsego County,Otsego County,24665,-84.59899317,45.02143433
19,161,Iowa,Sac County,Sac County,9719,-95.10539456,42.38626036
49,15,Utah,Emery County,Emery County,10014,-110.7006308,38.99674019
53,19,Washington,Ferry County,Ferry County,7649,-118.5165862,48.47014458
30,109,Montana,Wibaux County,Wibaux County,1034,-104.2491638,46.96530854
35,27,New Mexico,Lincoln County,Lincoln County,19556,-105.4592959,33.74530783
40,21,Oklahoma,Cherokee County,Cherokee County,48675,-94.99966441,35.90662585
27,173,Minnesota,Yellow Medicine County,Yellow Medicine County,9795,-95.8683594,44.71624972
48,231,Texas,Hunt County,Hunt County,96493,-96.08545464,33.12359532
48,335,Texas,Mitchell County,Mitchell County,8145,-100.9212287,32.30621175
48,499,Texas,Wood County,Wood County,45129,-95.38206198,32.78640514
40,113,Oklahoma,Osage County,Osage County,47014,-96.39848789,36.62918927
37,39,North Carolina,Cherokee County,Cherokee County,28383,-84.06344423,35.13385745
26,107,Michigan,Mecosta County,Mecosta County,43545,-85.32463345,43.64076825
21,195,Kentucky,Pike County,Pike County,58402,-82.39586316,37.46904831
12,67,Florida,Lafayette County,Lafayette County,8732,-83.18106731,29.98551832
37,35,North Carolina,Catawba County,Catawba County,158652,-81.21507056,35.66204235
21,25,Kentucky,Breathitt County,Breathitt County,12726,-83.32408531,37.52161714
48,75,Texas,Childress County,Childress County,7291,-100.2075749,34.52920146
29,181,Missouri,Ripley County,Ripley County,13401,-90.86388435,36.65281695
17,179,Illinois,Tazewell County,Tazewell County,132328,-89.51341781,40.50752103
48,243,Texas,Jeff Davis County,Jeff Davis County,2252,-104.1400198,30.71547782
51,678,Virginia,Lexington city,Lexington city,7136,-79.44389376,37.78253056
5,135,Arkansas,Sharp County,Sharp County,17366,-91.47986354,36.1611568
8,69,Colorado,Larimer County,Larimer County,350518,-105.4611443,40.6664171
37,177,North Carolina,Tyrrell County,Tyrrell County,4131,-76.17045241,35.86940685
27,131,Minnesota,Rice County,Rice County,66523,-93.29667831,44.3542643
29,219,Missouri,Warren County,Warren County,34711,-91.16069309,38.76461639
21,227,Kentucky,Warren County,Warren County,131264,-86.42379935,36.99357677
22,17,Louisiana,Caddo Parish,Caddo Parish,242922,-93.88239525,32.58019298
46,121,South Dakota,Todd County,Todd County,10283,-100.7184354,43.19337219
19,127,Iowa,Marshall County,Marshall County,39981,-92.99877135,42.03584923
40,141,Oklahoma,Tillman County,Tillman County,7348,-98.92424292,34.37285361
37,113,North Carolina,Macon County,Macon County,35285,-83.42217671,35.15046721
54,63,West Virginia,Monroe County,Monroe County,13280,-80.55055402,37.56037183
18,155,Indiana,Switzerland County,Switzerland County,10717,-85.03699791,38.82616077
21,105,Kentucky,Hickman County,Hickman County,4421,-88.9762157,36.6781705
1,61,Alabama,Geneva County,Geneva County,26314,-85.8389849,31.09501669
17,99,Illinois,LaSalle County,LaSalle County,109430,-88.88594623,41.34399448
19,55,Iowa,Delaware County,Delaware County,17069,-91.36735015,42.47121095
20,127,Kansas,Morris County,Morris County,5521,-96.64984948,38.68742937
19,51,Iowa,Davis County,Davis County,9017,-92.4097173,40.74768908
16,15,Idaho,Boise County,Boise County,7634,-115.7303225,43.98913946
55,81,Wisconsin,Monroe County,Monroe County,46051,-90.6178242,43.94571588
37,143,North Carolina,Perquimans County,Perquimans County,13422,-76.40761999,36.17722285
12,47,Florida,Hamilton County,Hamilton County,14310,-82.94795914,30.49642669
2,170,Alaska,Matanuska-Susitna Borough,Matanuska-Susitna Borough,107610,-149.5802005,62.30467033
18,35,Indiana,Delaware County,Delaware County,114772,-85.39689929,40.22752532
12,75,Florida,Levy County,Levy County,40770,-82.78861314,29.28220563
72,63,NA,NA,Gurabo Municipio,NA,-65.97926919,18.26641137
72,65,NA,NA,Hatillo Municipio,NA,-66.79771506,18.44102935
28,45,Mississippi,Hancock County,Hancock County,47334,-89.47456209,30.39377981
13,315,Georgia,Wilcox County,Wilcox County,8812,-83.4323638,31.9728932
22,81,Louisiana,Red River Parish,Red River Parish,8477,-93.33987915,32.09314652
47,93,Tennessee,Knox County,Knox County,465289,-83.93708197,35.99321919
23,17,Maine,Oxford County,Oxford County,57618,-70.75657247,44.49977202
29,95,Missouri,Jackson County,Jackson County,700307,-94.34610079,39.00847567
13,281,Georgia,Towns County,Towns County,11852,-83.7372728,34.91662917
28,129,Mississippi,Smith County,Smith County,16002,-89.50667753,32.01769293
16,75,Idaho,Payette County,Payette County,23551,-116.7608466,44.00675799
16,79,Idaho,Shoshone County,Shoshone County,12796,-115.8924355,47.35295756
37,95,North Carolina,Hyde County,Hyde County,5230,-76.14496508,35.40811869
19,67,Iowa,Floyd County,Floyd County,15761,-92.7890033,43.05992082
21,145,Kentucky,McCracken County,McCracken County,65346,-88.71271926,37.05407932
21,225,Kentucky,Union County,Union County,14505,-87.94538355,37.658448
46,125,South Dakota,Turner County,Turner County,8424,-97.14866024,43.31086775
47,29,Tennessee,Cocke County,Cocke County,35774,-83.12118301,35.92543741
47,67,Tennessee,Hancock County,Hancock County,6549,-83.22182603,36.52364571
47,71,Tennessee,Hardin County,Hardin County,25776,-88.18448519,35.1986761
45,67,South Carolina,Marion County,Marion County,31039,-79.36251149,34.08006424
72,57,NA,NA,Guayama Municipio,NA,-66.13634321,17.97338835
22,117,Louisiana,Washington Parish,Washington Parish,46582,-90.0405249,30.85334218
29,207,Missouri,Stoddard County,Stoddard County,29206,-89.94431009,36.85562222
13,93,Georgia,Dooly County,Dooly County,13706,-83.79875136,32.15717856
27,145,Minnesota,Stearns County,Stearns County,159256,-94.61301079,45.55215262
31,155,Nebraska,Saunders County,Saunders County,21303,-96.63740074,41.22637052
27,141,Minnesota,Sherburne County,Sherburne County,96036,-93.77459481,45.4439531
46,35,South Dakota,Davison County,Davison County,19790,-98.14599825,43.67474003
47,25,Tennessee,Claiborne County,Claiborne County,31756,-83.6604159,36.48585463
48,337,Texas,Montague County,Montague County,19596,-97.72465312,33.67562655
48,49,Texas,Brown County,Brown County,37924,-98.99979418,31.77426242
55,101,Wisconsin,Racine County,Racine County,196584,-87.69608213,42.75117422
55,115,Wisconsin,Shawano County,Shawano County,40796,-88.76543576,44.78915591
19,9,Iowa,Audubon County,Audubon County,5506,-94.9058222,41.68458933
48,207,Texas,Haskell County,Haskell County,5813,-99.73030001,33.17823129
40,83,Oklahoma,Logan County,Logan County,47291,-97.44332235,35.91934202
36,65,New York,Oneida County,Oneida County,229577,-75.43583789,43.24174736
8,65,Colorado,Lake County,Lake County,7824,-106.3448377,39.20237947
40,121,Oklahoma,Pittsburg County,Pittsburg County,43877,-95.74839932,34.92391334
54,17,West Virginia,Doddridge County,Doddridge County,8406,-80.70696595,39.26917048
54,105,West Virginia,Wirt County,Wirt County,5830,-81.37862383,39.02242146
33,3,New Hampshire,Carroll County,Carroll County,48779,-71.20299392,43.87384594
54,95,West Virginia,Tyler County,Tyler County,8746,-80.88482519,39.46527764
69,85,NA,NA,Northern Islands Municipality,NA,145.6310906,18.1183693
27,79,Minnesota,Le Sueur County,Le Sueur County,28494,-93.7300729,44.37143394
53,17,Washington,Douglas County,Douglas County,42907,-119.6917746,47.73610893
36,9,New York,Cattaraugus County,Cattaraugus County,76840,-78.67885029,42.24863314
55,27,Wisconsin,Dodge County,Dodge County,87847,-88.70750674,43.41629505
19,105,Iowa,Jones County,Jones County,20744,-91.13143519,42.12123966
20,7,Kansas,Barber County,Barber County,4472,-98.68479063,37.22883855
29,169,Missouri,Pulaski County,Pulaski County,52014,-92.20766254,37.82462505
1,45,Alabama,Dale County,Dale County,48956,-85.61103682,31.43182707
20,109,Kansas,Logan County,Logan County,2844,-101.1483911,38.91733655
6,39,California,Madera County,Madera County,157672,-119.7626445,37.21804406
29,75,Missouri,Gentry County,Gentry County,6628,-94.40991685,40.21210768
31,9,Nebraska,Blaine County,Blaine County,476,-99.97689912,41.91275943
49,9,Utah,Daggett County,Daggett County,980,-109.5076121,40.8872879
56,31,Wyoming,Platte County,Platte County,8566,-104.9658155,42.13305373
37,71,North Carolina,Gaston County,Gaston County,222846,-81.18024294,35.29435177
35,19,New Mexico,Guadalupe County,Guadalupe County,4341,-104.7906311,34.8633406
30,37,Montana,Golden Valley County,Golden Valley County,826,-109.175062,46.38130142
37,101,North Carolina,Johnston County,Johnston County,202675,-78.36571089,35.51780694
6,85,California,Santa Clara County,Santa Clara County,1937570,-121.6962789,37.23248403
45,19,South Carolina,Charleston County,Charleston County,405905,-79.89681934,32.82504987
53,5,Washington,Benton County,Benton County,201877,-119.5111272,46.23986101
29,1,Missouri,Adair County,Adair County,25339,-92.60071905,40.19056218
39,43,Ohio,Erie County,Erie County,74615,-82.57631509,41.47057264
17,183,Illinois,Vermilion County,Vermilion County,76806,-87.73283489,40.18342194
29,189,Missouri,St. Louis County,St. Louis County,996945,-90.44342021,38.64068947
17,7,Illinois,Boone County,Boone County,53577,-88.82336339,42.32307965
6,103,California,Tehama County,Tehama County,63916,-122.2338849,40.12573618
55,25,Wisconsin,Dane County,Dane County,542364,-89.41812245,43.06729014
48,151,Texas,Fisher County,Fisher County,3839,-100.4021681,32.74282022
22,85,Louisiana,Sabine Parish,Sabine Parish,24032,-93.55469687,31.56401296
17,137,Illinois,Morgan County,Morgan County,33976,-90.20149591,39.71556485
13,235,Georgia,Pulaski County,Pulaski County,11069,-83.47596195,32.23229889
37,15,North Carolina,Bertie County,Bertie County,19026,-76.96671214,36.0656302
37,167,North Carolina,Stanly County,Stanly County,62075,-80.25098631,35.31195506
47,143,Tennessee,Rhea County,Rhea County,33044,-84.92439609,35.60871145
37,79,North Carolina,Greene County,Greene County,21012,-77.67576267,35.48499572
21,131,Kentucky,Leslie County,Leslie County,10143,-83.38113997,37.09406631
24,39,Maryland,Somerset County,Somerset County,25675,-75.85346919,38.08006583
17,123,Illinois,Marshall County,Marshall County,11534,-89.3447772,41.03317423
21,143,Kentucky,Lyon County,Lyon County,8009,-88.0832827,37.01912919
48,95,Texas,Concho County,Concho County,4276,-99.86396233,31.32649674
48,81,Texas,Coke County,Coke County,3370,-100.5299108,31.88853099
47,133,Tennessee,Overton County,Overton County,22068,-85.28808116,36.34499793
26,63,Michigan,Huron County,Huron County,31166,-82.85550821,43.91006837
26,69,Michigan,Iosco County,Iosco County,25081,-83.08530066,44.33709295
13,69,Georgia,Coffee County,Coffee County,43093,-82.84920098,31.54927179
13,299,Georgia,Ware County,Ware County,35680,-82.42367579,31.05363249
38,37,North Dakota,Grant County,Grant County,2374,-101.6397132,46.3582792
22,51,Louisiana,Jefferson Parish,Jefferson Parish,434051,-90.09776539,29.67745844
22,103,Louisiana,St. Tammany Parish,St. Tammany Parish,258111,-89.95463318,30.40784286
19,83,Iowa,Hardin County,Hardin County,16868,-93.2404025,42.38388032
22,23,Louisiana,Cameron Parish,Cameron Parish,6968,-93.19889645,29.84687202
39,27,Ohio,Clinton County,Clinton County,42057,-83.80837886,39.41497801
27,137,Minnesota,St. Louis County,St. Louis County,199754,-92.46146553,47.58986216
39,93,Ohio,Lorain County,Lorain County,309461,-82.15149217,41.45250764
72,143,NA,NA,Vega Alta Municipio,NA,-66.33559614,18.43539278
19,15,Iowa,Boone County,Boone County,26346,-93.93164403,42.03650644
48,373,Texas,Polk County,Polk County,50031,-94.83002486,30.79271977
31,51,Nebraska,Dixon County,Dixon County,5709,-96.86772083,42.49309878
24,25,Maryland,Harford County,Harford County,253956,-76.29887176,39.53643702
45,37,South Carolina,Edgefield County,Edgefield County,27052,-81.96657898,33.77228518
51,1,Virginia,Accomack County,Accomack County,32412,-75.75655708,37.76493905
55,15,Wisconsin,Calumet County,Calumet County,50159,-88.21805799,44.08160347
21,121,Kentucky,Knox County,Knox County,31304,-83.85404432,36.89066575
26,67,Michigan,Ionia County,Ionia County,64210,-85.07460312,42.94509383
37,129,North Carolina,New Hanover County,New Hanover County,232274,-77.86559757,34.18155534
47,131,Tennessee,Obion County,Obion County,30267,-89.1487992,36.35823267
21,35,Kentucky,Calloway County,Calloway County,39135,-88.27220112,36.62110128
51,3,Virginia,Albemarle County,Albemarle County,108718,-78.55667607,38.02289836
47,147,Tennessee,Robertson County,Robertson County,71012,-86.87056847,36.52545205
51,43,Virginia,Clarke County,Clarke County,14523,-77.99668079,39.11231845
53,23,Washington,Garfield County,Garfield County,2247,-117.5451693,46.43155884
21,109,Kentucky,Jackson County,Jackson County,13442,-84.0057655,37.41977693
27,31,Minnesota,Cook County,Cook County,5393,-90.38600498,47.72665266
45,73,South Carolina,Oconee County,Oconee County,78374,-83.0658827,34.75351177
22,33,Louisiana,East Baton Rouge Parish,East Baton Rouge Parish,440956,-91.09561663,30.5382396
28,21,Mississippi,Claiborne County,Claiborne County,9002,-90.91181334,31.9736926
24,37,Maryland,St. Mary's County,St. Mary's County,112664,-76.52906067,38.2158624
26,81,Michigan,Kent County,Kent County,653786,-85.54929628,43.03215631
37,147,North Carolina,Pitt County,Pitt County,179914,-77.37449655,35.59329897
30,9,Montana,Carbon County,Carbon County,10714,-109.0280159,45.22738571
31,167,Nebraska,Stanton County,Stanton County,5970,-97.193915,41.91692373
13,1,Georgia,Appling County,Appling County,18507,-82.28898358,31.74928035
19,99,Iowa,Jasper County,Jasper County,37147,-93.05376454,41.68603885
28,153,Mississippi,Wayne County,Wayne County,20298,-88.6957977,31.64078051
48,101,Texas,Cottle County,Cottle County,1389,-100.2787438,34.07764816
51,81,Virginia,Greensville County,Greensville County,11627,-77.55959287,36.67585608
12,105,Florida,Polk County,Polk County,708009,-81.69768055,27.94886582
48,503,Texas,Young County,Young County,18045,-98.68776656,33.17669578
1,123,Alabama,Tallapoosa County,Tallapoosa County,40497,-85.79750224,32.86240494
33,15,New Hampshire,Rockingham County,Rockingham County,309176,-71.08905937,42.98459807
8,105,Colorado,Rio Grande County,Rio Grande County,11250,-106.3832104,37.58252282
19,149,Iowa,Plymouth County,Plymouth County,25095,-96.2140274,42.73784732
36,123,New York,Yates County,Yates County,24841,-77.10545886,42.63344237
53,33,Washington,King County,King County,2233163,-121.8359517,47.49092321
41,17,Oregon,Deschutes County,Deschutes County,191996,-121.2281423,43.91501036
19,155,Iowa,Pottawattamie County,Pottawattamie County,93533,-95.54239351,41.33661231
29,229,Missouri,Wright County,Wright County,18378,-92.46870425,37.27014
30,101,Montana,Toole County,Toole County,4853,-111.6956709,48.65535829
36,107,New York,Tioga County,Tioga County,48560,-76.30631678,42.17029748
48,287,Texas,Lee County,Lee County,17144,-96.96570368,30.31067779
13,121,Georgia,Fulton County,Fulton County,1050114,-84.46698701,33.7902826
48,73,Texas,Cherokee County,Cherokee County,52592,-95.16518314,31.83695465
29,7,Missouri,Audrain County,Audrain County,25473,-91.84158578,39.21575563
45,29,South Carolina,Colleton County,Colleton County,37660,-80.64968432,32.84342616
55,55,Wisconsin,Jefferson County,Jefferson County,85129,-88.77586583,43.02081425
5,55,Arkansas,Greene County,Greene County,45325,-90.55907173,36.11769772
48,191,Texas,Hall County,Hall County,3028,-100.6811286,34.53077914
55,13,Wisconsin,Burnett County,Burnett County,15392,-92.36756506,45.86271762
35,57,New Mexico,Torrance County,Torrance County,15591,-105.8508196,34.64046216
53,49,Washington,Pacific County,Pacific County,22036,-123.7796674,46.55142531
37,141,North Carolina,Pender County,Pender County,62162,-77.88843558,34.51509975
48,221,Texas,Hood County,Hood County,60537,-97.83226751,32.42992832
46,117,South Dakota,Stanley County,Stanley County,3022,-100.7359432,44.41232137
32,31,Nevada,Washoe County,Washoe County,465735,-119.6642924,40.66541944
21,7,Kentucky,Ballard County,Ballard County,7979,-88.99934113,37.05843193
48,9,Texas,Archer County,Archer County,8786,-98.68764929,33.61525255
48,23,Texas,Baylor County,Baylor County,3582,-99.21351474,33.61648983
48,405,Texas,San Augustine County,San Augustine County,8232,-94.16819324,31.39421935
32,29,Nevada,Storey County,Storey County,4029,-119.5291693,39.4465348
13,249,Georgia,Schley County,Schley County,5236,-84.31472082,32.26168581
9,1,Connecticut,Fairfield County,Fairfield County,943823,-73.37120461,41.22496009
48,313,Texas,Madison County,Madison County,14422,-95.92841011,30.9655386
6,77,California,San Joaquin County,San Joaquin County,752660,-121.2714032,37.93474597
28,159,Mississippi,Winston County,Winston County,18165,-89.03442917,33.088491
21,103,Kentucky,Henry County,Henry County,16106,-85.11892996,38.44846792
21,167,Kentucky,Mercer County,Mercer County,21774,-84.87443669,37.81103079
31,183,Nebraska,Wheeler County,Wheeler County,805,-98.52818603,41.9147703
21,135,Kentucky,Lewis County,Lewis County,13257,-83.3780542,38.53154396
27,51,Minnesota,Grant County,Grant County,6021,-96.0121841,45.93404617
28,53,Mississippi,Humphreys County,Humphreys County,8257,-90.52662102,33.12869729
1,25,Alabama,Clarke County,Clarke County,23920,-87.83080985,31.67665958
20,17,Kansas,Chase County,Chase County,2629,-96.59392941,38.3020466
21,221,Kentucky,Trigg County,Trigg County,14643,-87.87337138,36.80631988
1,69,Alabama,Houston County,Houston County,104722,-85.30252738,31.15318797
46,3,South Dakota,Aurora County,Aurora County,2801,-98.56155345,43.71800901
2,13,Alaska,Aleutians East Borough,Aleutians East Borough,3515,-161.9472287,55.22452102
31,61,Nebraska,Franklin County,Franklin County,3023,-98.95279623,40.17634485
24,29,Maryland,Kent County,Kent County,19383,-76.0958206,39.23560389
20,37,Kansas,Crawford County,Crawford County,39019,-94.85181137,37.50731511
27,23,Minnesota,Chippewa County,Chippewa County,11924,-95.56668701,45.02234375
46,103,South Dakota,Pennington County,Pennington County,111729,-102.823815,44.00371358
45,49,South Carolina,Hampton County,Hampton County,19351,-81.14070263,32.7762763
16,43,Idaho,Fremont County,Fremont County,13168,-111.4819559,44.22877411
13,29,Georgia,Bryan County,Bryan County,38109,-81.44247223,32.01322433
51,53,Virginia,Dinwiddie County,Dinwiddie County,28529,-77.6322883,37.07593836
12,111,Florida,St. Lucie County,St. Lucie County,321128,-80.44560308,27.38086642
36,55,New York,Monroe County,Monroe County,742474,-77.68017836,43.30916111
46,83,South Dakota,Lincoln County,Lincoln County,58807,-96.72182428,43.27892214
55,17,Wisconsin,Chippewa County,Chippewa County,64135,-91.27988603,45.069408
20,207,Kansas,Woodson County,Woodson County,3183,-95.74016771,37.88667021
21,157,Kentucky,Marshall County,Marshall County,31191,-88.32938053,36.8834466
13,65,Georgia,Clinch County,Clinch County,6648,-82.70623706,30.9149469
13,185,Georgia,Lowndes County,Lowndes County,116321,-83.2677077,30.83385689
15,5,Hawaii,Kalawao County,Kalawao County,88,-156.9540416,21.21188981
15,7,Hawaii,Kauai County,Kauai County,72133,-159.7054382,22.01107987
26,99,Michigan,Macomb County,Macomb County,874759,-82.91017526,42.6727951
