state_code,state_fips,state_name,county_fips,county_name,county_population,last_updated,date,weekday,covid,grade_total,n_grade_total,daily_distance_diff,grade_distance,n_grade_distance,daily_visitation_diff,grade_visitation,n_grade_visitation,encounters_rate,encounters_rate_norm,daily_encounter_diff,AverageDiff
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,3/17/2020,3,POST,F,1,-0.214163933,F,1,-0.38401378,F,1,0.065114673,0.032474746,-0.967525254,-0.521900989
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,3/18/2020,4,POST,F,1,-0.230111907,F,1,-0.454128941,F,1,-0.070806917,-0.035313648,-1.035313648,-0.573184832
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,3/19/2020,5,POST,F,1.3,-0.28965205,D,2,-0.444297245,F,1,0.059854847,0.029851505,-0.970148495,-0.568032597
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,3/20/2020,6,POST,D-,1.7,-0.344344693,D,2,-0.577185421,D,2,-0.153488808,-0.076549721,-1.076549721,-0.666026611
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,3/21/2020,7,POST,C,3,-0.479445068,C,3,-0.687941801,B,4,-0.501150448,-0.249939572,-1.249939572,-0.80577548
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,3/22/2020,1,POST,D+,2.3,-0.475937437,C,3,-0.606750481,C,3,-0.325908456,-0.16254085,-1.16254085,-0.748409589
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,3/23/2020,2,POST,D-,1.7,-0.378925523,D,2,-0.592750772,D,2,-0.294798512,-0.147025337,-1.147025337,-0.706233877
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,3/24/2020,3,POST,D+,2.3,-0.387309998,D,2,-0.642102323,C,3,-0.437583532,-0.218236741,-1.218236741,-0.749216354
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,3/25/2020,4,POST,D+,2.3,-0.366398287,D,2,-0.60130281,C,3,-0.48383151,-0.24130207,-1.24130207,-0.736334389
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,3/26/2020,5,POST,D,2,-0.384215791,D,2,-0.624141275,C,3,-0.384215546,-0.191620439,-1.191620439,-0.733325835
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,3/27/2020,6,POST,D+,2.3,-0.417725473,C,3,-0.632255095,C,3,-0.147138531,-0.073382637,-1.073382637,-0.707787735
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,3/28/2020,7,POST,C-,2.7,-0.519499159,C,3,-0.692516951,B,4,-0.351630285,-0.17536914,-1.17536914,-0.795795083
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,3/29/2020,1,POST,C,3,-0.521067508,C,3,-0.661922201,B,4,-0.411989991,-0.205472433,-1.205472433,-0.796154047
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,3/30/2020,2,POST,F,1.3,-0.380553533,D,2,-0.430554889,F,1,0.003374951,0.001683195,-0.998316805,-0.603141742
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,3/31/2020,3,POST,C,3,-0.460513649,C,3,-0.691882749,B,4,-0.611581252,-0.305014904,-1.305014904,-0.819137101
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,4/1/2020,4,POST,C-,2.7,-0.467999939,C,3,-0.644438904,C,3,-0.600981881,-0.299728663,-1.299728663,-0.804055835
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,4/2/2020,5,POST,C,3,-0.471777243,C,3,-0.673144949,B,4,-0.527557151,-0.263109429,-1.263109429,-0.802677207
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,4/3/2020,6,POST,D+,2.3,-0.480841873,C,3,-0.640164037,C,3,-0.327421765,-0.163295585,-1.163295585,-0.761433832
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,4/4/2020,7,POST,C+,3.3,-0.586452964,B,4,-0.727716753,A,5,-0.385621945,-0.192321855,-1.192321855,-0.83549719
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,4/5/2020,1,POST,B-,3.7,-0.587132287,B,4,-0.710398812,A,5,-0.538638311,-0.268635954,-1.268635954,-0.855389018
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,4/6/2020,2,POST,C-,2.7,-0.446080473,C,3,-0.641953389,C,3,-0.500576935,-0.249653543,-1.249653543,-0.779229135
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,4/7/2020,3,POST,C-,2.7,-0.483949571,C,3,-0.621867387,C,3,-0.529098878,-0.263878337,-1.263878337,-0.789898432
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,4/8/2020,4,POST,D,2,-0.509898278,C,3,-0.588337047,D,2,-0.320965785,-0.160075784,-1.160075784,-0.75277037
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,4/9/2020,5,POST,C-,2.7,-0.506498942,C,3,-0.628402464,C,3,-0.432355533,-0.215629373,-1.215629373,-0.78351026
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,4/10/2020,6,POST,D+,2.3,-0.4638484,C,3,-0.643679123,C,3,-0.294467359,-0.146860181,-1.146860181,-0.751462568
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,4/11/2020,7,POST,D,2,-0.520437174,C,3,-0.599324032,D,2,-0.129502611,-0.064587046,-1.064587046,-0.728116084
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,4/12/2020,1,POST,C+,3.3,-0.54889856,C,3,-0.788676206,A,5,-0.723741863,-0.360952947,-1.360952947,-0.899509238
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,4/13/2020,2,POST,C-,2.7,-0.457547734,C,3,-0.620839132,C,3,-0.614857421,-0.306648834,-1.306648834,-0.7950119
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,4/14/2020,3,POST,D+,2.3,-0.371856312,D,2,-0.607529134,C,3,-0.509056432,-0.253882536,-1.253882536,-0.74442266
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,4/15/2020,4,POST,D+,2.3,-0.359843493,D,2,-0.601489816,C,3,-0.440545955,-0.219714195,-1.219714195,-0.727015835
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,4/16/2020,5,POST,D+,2.3,-0.370882239,D,2,-0.613105888,C,3,-0.418865425,-0.208901429,-1.208901429,-0.730963185
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,4/17/2020,6,POST,D-,1.7,-0.360780919,D,2,-0.599154706,D,2,-0.285987863,-0.142631188,-1.142631188,-0.700855604
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,4/18/2020,7,POST,C-,2.7,-0.415111504,C,3,-0.654143396,B,4,-0.32029128,-0.159739387,-1.159739387,-0.742998095
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,4/19/2020,1,POST,C,3,-0.439692875,C,3,-0.691219592,B,4,-0.504142178,-0.251431642,-1.251431642,-0.794114703
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,4/20/2020,2,POST,C-,2.7,-0.421247386,C,3,-0.631076347,C,3,-0.495469966,-0.247106536,-1.247106536,-0.766476756
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,4/21/2020,3,POST,D+,2.3,-0.446700955,C,3,-0.640860916,C,3,-0.252532388,-0.125945885,-1.125945885,-0.737835919
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,4/22/2020,4,POST,D+,2.3,-0.431223403,C,3,-0.62729667,C,3,-0.195437715,-0.097470967,-1.097470967,-0.71866368
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,4/23/2020,5,POST,D+,2.3,-0.43555415,C,3,-0.602125131,C,3,-0.184836244,-0.092183678,-1.092183678,-0.70995432
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,4/24/2020,6,POST,D+,2.3,-0.453982241,C,3,-0.607984266,C,3,0.093739775,0.046750989,-0.953249011,-0.671738506
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,4/25/2020,7,POST,D,2,-0.423181914,C,3,-0.581889001,D,2,0.172420576,0.085991592,-0.914008408,-0.639693108
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,4/26/2020,1,POST,C,3,-0.53612724,C,3,-0.660462365,B,4,-0.439016105,-0.21895121,-1.21895121,-0.805180272
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,4/27/2020,2,POST,F,1.3,-0.387911427,D,2,-0.544443911,F,1,-0.275012617,-0.137157486,-1.137157486,-0.689837608
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,4/28/2020,3,POST,D-,1.7,-0.371499051,D,2,-0.552038235,D,2,-0.130168414,-0.064919103,-1.064919103,-0.662818796
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,4/29/2020,4,POST,F,1.3,-0.327061035,D,2,-0.449391451,F,1,-0.180110286,-0.089826694,-1.089826694,-0.62209306
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,4/30/2020,5,POST,D,2,-0.507018204,C,3,-0.454403912,F,1,-0.573514293,-0.286029709,-1.286029709,-0.749150608
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/1/2020,6,POST,D-,1.7,-0.411747375,C,3,-0.477298406,F,1,-0.36876539,-0.183914958,-1.183914958,-0.690986913
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/2/2020,7,POST,D-,1.7,-0.36629941,D,2,-0.565031016,D,2,-0.384603733,-0.19181404,-1.19181404,-0.707714822
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/3/2020,1,POST,C,3,-0.541968688,C,3,-0.691420949,B,4,-0.414492219,-0.206720373,-1.206720373,-0.813370003
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/4/2020,2,POST,D-,1.7,-0.446949493,C,3,-0.494281555,F,1,-0.000268455,-0.000133887,-1.000133887,-0.647121645
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/5/2020,3,POST,F,1.3,-0.353113203,D,2,-0.372406623,F,1,0.061424446,0.030634313,-0.969365687,-0.564961838
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/6/2020,4,POST,F,1.3,-0.395560714,D,2,-0.439168446,F,1,0.071131818,0.035475686,-0.964524314,-0.599751158
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/7/2020,5,POST,F,1.3,-0.345198956,D,2,-0.370382005,F,1,0.294529093,0.14689097,-0.85310903,-0.522896664
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/8/2020,6,POST,D-,1.7,-0.342761914,D,2,-0.553835209,D,2,0.443077424,0.220976719,-0.779023281,-0.558540135
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/9/2020,7,POST,F,1.3,-0.284120419,D,2,-0.462729015,F,1,0.965998204,0.481773843,-0.518226157,-0.421691864
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/10/2020,1,POST,F,1.3,-0.274037889,D,2,-0.339046828,F,1,0.422002209,0.210465843,-0.789534157,-0.467539625
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/11/2020,2,POST,F,1.3,-0.352438592,D,2,-0.297407105,F,1,0.178551548,0.089049302,-0.910950698,-0.520265465
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/12/2020,3,POST,F,1.3,-0.352907084,D,2,-0.474139938,F,1,-0.086868428,-0.043324031,-1.043324031,-0.623457018
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/13/2020,4,POST,F,1.3,-0.284267909,D,2,-0.392229893,F,1,0.009311188,0.004643784,-0.995356216,-0.557284673
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/14/2020,5,POST,F,1.3,-0.301483507,D,2,-0.421461642,F,1,0.298744136,0.148993145,-0.851006855,-0.524650668
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/15/2020,6,POST,F,1,-0.174586585,F,1,-0.391848349,F,1,0.766230715,0.382143481,-0.617856519,-0.394763818
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/16/2020,7,POST,F,1,-0.207937381,F,1,-0.455969334,F,1,0.992438019,0.494960215,-0.505039785,-0.389648833
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/17/2020,1,POST,F,1,-0.221670049,F,1,-0.489309221,F,1,0.152750376,0.076181442,-0.923818558,-0.544932609
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/18/2020,2,POST,F,1.3,-0.300987477,D,2,-0.349041061,F,1,0.057337132,0.02859584,-0.97140416,-0.540477566
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/19/2020,3,POST,F,1.3,-0.287785091,D,2,-0.410269541,F,1,0.117752747,0.058727018,-0.941272982,-0.546442538
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/20/2020,4,POST,F,1,-0.208183653,F,1,-0.3531456,F,1,0.202692248,0.101089032,-0.898910968,-0.48674674
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/21/2020,5,POST,F,1,-0.1861785,F,1,-0.344924132,F,1,0.294656821,0.146954672,-0.853045328,-0.461382653
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/22/2020,6,POST,F,1,-0.18885169,F,1,-0.407624388,F,1,0.663536942,0.33092685,-0.66907315,-0.421849743
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/23/2020,7,POST,F,1,-0.19127521,F,1,-0.368670527,F,1,0.935087889,0.466357892,-0.533642108,-0.364529282
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/24/2020,1,POST,F,1,-0.226841804,F,1,-0.410578774,F,1,0.338339994,0.168740851,-0.831259149,-0.489559909
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/25/2020,2,POST,F,1.3,-0.272034591,D,2,-0.222099589,F,1,0.387770951,0.193393632,-0.806606368,-0.433580182
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/26/2020,3,POST,F,1,-0.176517473,F,1,-0.331067765,F,1,0.337956808,0.168549744,-0.831450256,-0.446345165
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/27/2020,4,POST,F,1,-0.180627126,F,1,-0.252162259,F,1,0.456744381,0.227792862,-0.772207138,-0.401665508
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/28/2020,5,POST,F,1,-0.230841422,F,1,-0.419986615,F,1,0.185321162,0.092425522,-0.907574478,-0.519467505
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/29/2020,6,POST,F,1,-0.238427145,F,1,-0.286521321,F,1,1.169086636,0.583060464,-0.416939536,-0.313962667
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/30/2020,7,POST,F,1.3,-0.268800251,D,2,-0.307091482,F,1,0.430929125,0.214917978,-0.785082022,-0.453657919
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,5/31/2020,1,POST,F,1.3,-0.269574623,D,2,-0.367790488,F,1,-0.08196801,-0.040880038,-1.040880038,-0.55941505
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,6/1/2020,2,POST,F,1.3,-0.260819313,D,2,-0.064702401,F,1,0.400332335,0.199658391,-0.800341609,-0.375287774
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,6/2/2020,3,POST,F,1.3,-0.325748294,D,2,-0.252486694,F,1,0.089681907,0.044727202,-0.955272798,-0.511169262
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,6/3/2020,4,POST,F,1,-0.192132298,F,1,-0.052252645,F,1,0.454790773,0.226818536,-0.773181464,-0.339188803
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,6/4/2020,5,POST,F,1,-0.246201756,F,1,-0.214739344,F,1,0.225346919,0.112387633,-0.887612367,-0.449517822
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,6/5/2020,6,POST,F,1.3,-0.26946884,D,2,-0.228564255,F,1,0.475509354,0.237151547,-0.762848453,-0.420293849
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,6/6/2020,7,POST,F,1.3,-0.27311291,D,2,-0.288955753,F,1,0.360498778,0.179792137,-0.820207863,-0.460758842
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,6/7/2020,1,POST,F,1,-0.194853902,F,1,-0.29454701,F,1,0.087950013,0.043863452,-0.956136548,-0.48184582
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,6/8/2020,2,POST,F,1,-0.224508496,F,1,-0.007118064,F,1,0.365502027,0.182287416,-0.817712584,-0.349779715
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,6/9/2020,3,POST,F,1,-0.186974473,F,1,0.002312121,F,1,0.460050598,0.229441777,-0.770558223,-0.318406858
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,6/10/2020,4,POST,F,1,-0.236664473,F,1,-0.080552915,F,1,0.259343353,0.129342729,-0.870657271,-0.39595822
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,6/11/2020,5,POST,F,1.3,-0.269981817,D,2,-0.285868422,F,1,0.217457181,0.108452771,-0.891547229,-0.482465823
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,6/12/2020,6,POST,F,1,-0.145574669,F,1,-0.187680462,F,1,0.833241635,0.415563945,-0.584436055,-0.305897062
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,6/13/2020,7,POST,F,1,-0.182259136,F,1,-0.072398656,F,1,0.92054191,0.459103352,-0.540896648,-0.265184813
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,6/14/2020,1,POST,F,1,-0.175447987,F,1,-0.14594581,F,1,0.400781344,0.199882327,-0.800117673,-0.373837157
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,6/15/2020,2,POST,F,1,-0.237496181,F,1,0.016107619,F,1,0.552161689,0.27538049,-0.72461951,-0.315336024
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,6/16/2020,3,POST,F,1.3,-0.264018129,D,2,-0.046413109,F,1,0.431249846,0.215077932,-0.784922068,-0.365117769
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,6/17/2020,4,POST,F,1.3,-0.253191726,D,2,-0.105549409,F,1,0.329003969,0.16408468,-0.83591532,-0.398218818
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,6/18/2020,5,POST,F,1,-0.190563357,F,1,-0.121102446,F,1,0.467491327,0.233152704,-0.766847296,-0.359504366
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,6/19/2020,6,POST,F,1,-0.192744656,F,1,-0.153868686,F,1,0.896423686,0.447074831,-0.552925169,-0.29984617
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,6/20/2020,7,POST,F,1,-0.215429182,F,1,-0.143952352,F,1,0.953383748,0.475482615,-0.524517385,-0.294632973
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,6/21/2020,1,POST,F,1,-0.130701118,F,1,-0.20106719,F,1,0.245744779,0.12256069,-0.87743931,-0.403069206
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,6/22/2020,2,POST,F,1.3,-0.294826385,D,2,-0.003471056,F,1,0.378908167,0.188973482,-0.811026518,-0.369774653
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,6/23/2020,3,POST,F,1,-0.179861633,F,1,0.020064243,F,1,0.498152261,0.248444281,-0.751555719,-0.30378437
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,6/24/2020,4,POST,F,1,-0.086573963,F,1,0.034518225,F,1,0.464733126,0.231777102,-0.768222898,-0.273426212
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,6/25/2020,5,POST,F,1,-0.174651285,F,1,-0.071497835,F,1,0.515663632,0.257177755,-0.742822245,-0.329657122
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,6/26/2020,6,POST,F,1,-0.096693277,F,1,-0.114658744,F,1,0.963518533,0.480537153,-0.519462847,-0.243604956
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,6/27/2020,7,POST,F,1,-0.062543677,F,1,-0.117119716,F,1,0.649276029,0.323814482,-0.676185518,-0.285282971
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,6/28/2020,1,POST,F,1,-0.107647782,F,1,-0.097267842,F,1,0.485515851,0.242142104,-0.757857896,-0.320924507
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,6/29/2020,2,POST,F,1,-0.182929767,F,1,-0.211158565,F,1,0.061779174,0.030811227,-0.969188773,-0.454425702
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,6/30/2020,3,POST,F,1,-0.117432657,F,1,0.035581832,F,1,0.426054165,0.212486681,-0.787513319,-0.289788048
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,7/1/2020,4,POST,F,1,-0.135580459,F,1,0.101217099,F,1,0.474034037,0.23641576,-0.76358424,-0.265982534
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,7/2/2020,5,POST,F,1,-0.050484985,F,1,-0.065051421,F,1,0.604054358,0.301261005,-0.698738995,-0.271425134
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,7/3/2020,6,POST,F,1,-0.167854,F,1,-0.10139348,F,1,1.030420949,0.513903502,-0.486096498,-0.251781326
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,7/4/2020,7,POST,F,1.3,-0.269079493,D,2,-0.385775818,F,1,0.490775677,0.244765345,-0.755234655,-0.470029989
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,7/5/2020,1,POST,F,1,-0.096379076,F,1,-0.163715533,F,1,0.26646336,0.132893702,-0.867106298,-0.375733636
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,7/6/2020,2,POST,F,1,-0.14092206,F,1,-0.068733305,F,1,0.296996006,0.148121297,-0.851878703,-0.353844689
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,7/7/2020,3,POST,F,1,-0.167254297,F,1,-0.021584967,F,1,0.322076394,0.16062968,-0.83937032,-0.342736528
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,7/8/2020,4,POST,F,1,-0.110039232,F,1,0.047546323,F,1,0.366977344,0.183023203,-0.816976797,-0.293156569
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,7/9/2020,5,POST,F,1,-0.170949779,F,1,-0.084554556,F,1,0.361653374,0.180367971,-0.819632029,-0.358378788
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,7/10/2020,6,POST,F,1,-0.169008754,F,1,-0.190777085,F,1,0.489043783,0.243901595,-0.756098405,-0.371961415
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,7/11/2020,7,POST,F,1,-0.082676739,F,1,-0.181171815,F,1,0.494303608,0.246524836,-0.753475164,-0.339107906
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,7/12/2020,1,POST,F,1,0.003831202,F,1,-0.123846919,F,1,0.227207101,0.113315364,-0.886684636,-0.335566784
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,7/13/2020,2,POST,F,1,-0.152205085,F,1,0.055456916,F,1,0.508222903,0.253466828,-0.746533172,-0.28109378
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,7/14/2020,3,POST,F,1,-0.19417447,F,1,0.008208805,F,1,0.551391959,0.274996601,-0.725003399,-0.303656355
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,7/15/2020,4,POST,F,1,-0.145407808,F,1,0.061821129,F,1,0.66755713,0.332931845,-0.667068155,-0.250218278
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,7/16/2020,5,POST,F,1,-0.147276858,F,1,-0.104494735,F,1,0.460948617,0.229889648,-0.770110352,-0.340627315
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,7/17/2020,6,POST,F,1,-0.147310368,F,1,-0.133949868,F,1,0.863325271,0.430567606,-0.569432394,-0.28356421
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,7/18/2020,7,POST,F,1,-0.045578883,F,1,-0.065968716,F,1,0.945494009,0.471547753,-0.528452247,-0.213333282
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,7/19/2020,1,POST,F,1,-0.03804325,F,1,-0.083424573,F,1,0.334392083,0.166771903,-0.833228097,-0.318231973
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,7/20/2020,2,POST,F,1,-0.182360762,F,1,-0.033670842,F,1,0.406490179,0.202729503,-0.797270497,-0.337767367
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,7/21/2020,3,POST,F,1,-0.216344969,F,1,-0.07962075,F,1,0.378779879,0.1889095,-0.8110905,-0.36901874
MD,24,Maryland,24009,Calvert County,92003,2021-01-25 13:52:04.598522 UTC,7/22/2020,4,POST,F,1,-0.211264717,F,1,-0.149807539,F,1,0.143498902,0.071567439,-0.928432561,-0.429834939
