state_code,state_fips,state_name,county_fips,county_name,county_population,last_updated,date,weekday,covid,grade_total,n_grade_total,daily_distance_diff,grade_distance,n_grade_distance,daily_visitation_diff,grade_visitation,n_grade_visitation,encounters_rate,grade_encounters,n_grade_encounters
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-10-19,2,POST,D,2,-0.166900439,F,1,0.276438825,F,1,-0.92906555,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-10-20,3,POST,D,2,-0.164214444,F,1,0.38848823,F,1,-0.916950613,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-10-21,4,POST,D,2,-0.189411877,F,1,0.381549426,F,1,-0.908517248,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-10-22,5,POST,D,2,-0.218211077,F,1,0.263762566,F,1,-0.92945083,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-10-23,6,POST,D,2,-0.192249859,F,1,0.409856263,F,1,-0.913996795,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-10-24,7,POST,D,2,-0.09766852,F,1,0.35388652,F,1,-0.890665911,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-10-25,1,POST,D,2,-0.212658548,F,1,-0.029933481,F,1,-0.921103083,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-10-26,2,POST,C-,2.7,-0.300963546,D,2,0.046753589,F,1,-0.944648012,A,5
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-10-27,3,POST,D,2,-0.194431612,F,1,0.145189822,F,1,-0.931291616,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-10-28,4,POST,D,2,-0.20045202,F,1,0.812854692,F,1,-0.908174776,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-10-29,5,POST,D+,2.3,-0.293556138,D,2,-0.001436094,F,1,-0.926325776,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-10-30,6,POST,D,2,-0.147205924,F,1,0.457084189,F,1,-0.885400408,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-10-31,7,POST,D,2,-0.192512868,F,1,0.294850771,F,1,-0.852266272,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-11-01,1,POST,D,2,-0.246287325,F,1,0.02827051,F,1,-0.933474873,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-11-02,2,POST,D+,2.3,-0.203360801,F,1,-0.033846964,F,1,-0.940324307,A,5
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-11-03,3,POST,D+,2.3,-0.261486873,D,2,-0.00557899,F,1,-0.929793302,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-11-04,4,POST,D+,2.3,-0.244351698,F,1,0.285997096,F,1,-0.94349217,A,5
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-11-05,5,POST,C-,2.7,-0.270591369,D,2,0.033508856,F,1,-0.948500819,A,5
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-11-06,6,POST,C-,2.7,-0.285947488,D,2,0.196714579,F,1,-0.94100925,A,5
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-11-07,7,POST,D,2,-0.193084024,F,1,0.786815349,F,1,-0.920846229,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-11-08,1,POST,D,2,-0.171616189,F,1,0.235587583,F,1,-0.926539821,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-11-09,2,POST,D+,2.3,-0.230761476,F,1,-0.091268273,F,1,-0.942892844,A,5
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-11-10,3,POST,D,2,-0.198662823,F,1,0.439651653,F,1,-0.931548469,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-11-11,4,POST,C-,2.7,-0.264311251,D,2,-0.06823281,F,1,-0.943663406,A,5
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-11-12,5,POST,D,2,-0.234037168,F,1,0,F,1,-0.939981835,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-11-13,6,POST,D,2,-0.202099914,F,1,0.156468172,F,1,-0.913054998,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-11-14,7,POST,D+,2.3,-0.28944832,D,2,0.200830874,F,1,-0.911128595,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-11-15,1,POST,D+,2.3,-0.275115968,D,2,0.258314856,F,1,-0.907575451,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-11-16,2,POST,C-,2.7,-0.264089321,D,2,0.117344923,F,1,-0.942336328,A,5
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-11-17,3,POST,D+,2.3,-0.177055173,F,1,0.243706627,F,1,-0.947516212,A,5
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-11-18,4,POST,D+,2.3,-0.229927889,F,1,0.065329286,F,1,-0.945161719,A,5
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-11-19,5,POST,D+,2.3,-0.202400666,F,1,0.291048348,F,1,-0.944134304,A,5
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-11-20,6,POST,D,2,-0.159548817,F,1,0.278850103,F,1,-0.930991953,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-11-21,7,POST,D,2,-0.177424938,F,1,0.351262709,F,1,-0.889081979,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-11-22,1,POST,D,2,-0.230128567,F,1,0.22616408,F,1,-0.915537918,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-11-23,2,POST,C-,2.7,-0.295456733,D,2,0.004082708,F,1,-0.940709587,A,5
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-11-24,3,POST,D+,2.3,-0.267302559,D,2,0.180024493,F,1,-0.936685545,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-11-25,4,POST,D+,2.3,-0.270070931,D,2,0.616998812,F,1,-0.913868368,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-11-26,5,POST,C+,3.3,-0.46268703,C,3,-0.595021541,D,2,-0.965581594,A,5
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-11-27,6,POST,D+,2.3,-0.259030249,D,2,-0.176180698,F,1,-0.924313755,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-11-28,7,POST,D,2,-0.214434386,F,1,0.262053132,F,1,-0.92701072,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-11-29,1,POST,D,2,-0.127032981,F,1,0.205099778,F,1,-0.927438809,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-11-30,2,POST,C-,2.7,-0.314165269,D,2,-0.055972606,F,1,-0.945846663,A,5
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-12-01,3,POST,C-,2.7,-0.277220729,D,2,0.209416247,F,1,-0.95299576,A,5
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-12-02,4,POST,D+,2.3,-0.245853565,F,1,0.260657252,F,1,-0.946017899,A,5
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-12-03,5,POST,C-,2.7,-0.275858263,D,2,0.189085687,F,1,-0.942036665,A,5
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-12-04,6,POST,D,2,-0.225679331,F,1,0.409445585,F,1,-0.936599927,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-12-05,7,POST,D,2,-0.221495967,F,1,0.355635728,F,1,-0.92820937,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-12-06,1,POST,D,2,-0.226323151,F,1,0.387472284,F,1,-0.931248807,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-12-07,2,POST,D+,2.3,-0.206940826,F,1,0.129461346,F,1,-0.958560925,A,5
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-12-08,3,POST,C-,2.7,-0.251466974,D,2,0.014015512,F,1,-0.95667733,A,5
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-12-09,4,POST,C-,2.7,-0.277998865,D,2,0.038405701,F,1,-0.962156877,A,5
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-12-10,5,POST,C-,2.7,-0.308190466,D,2,-0.082336046,F,1,-0.963997663,A,5
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-12-11,6,POST,C-,2.7,-0.323367882,D,2,0.390554415,F,1,-0.973287208,A,5
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-12-12,7,POST,C-,2.7,-0.34847408,D,2,0.192522138,F,1,-0.956463285,A,5
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-12-13,1,POST,C-,2.7,-0.325099419,D,2,-0.107538803,F,1,-0.946702842,A,5
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-12-14,2,POST,C-,2.7,-0.318740738,D,2,-0.057553009,F,1,-0.963141484,A,5
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-12-15,3,POST,C-,2.7,-0.355666927,D,2,0.077153354,F,1,-0.968107323,A,5
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-12-16,4,POST,C,3,-0.487092601,C,3,0.142404646,F,1,-0.974999566,A,5
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-12-17,5,POST,C-,2.7,-0.353658354,D,2,-0.237912877,F,1,-0.969819682,A,5
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-12-18,6,POST,C-,2.7,-0.391506129,D,2,0.250513347,F,1,-0.958389689,A,5
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-12-19,7,POST,D,2,-0.181791594,F,1,0.592216027,F,1,-0.923115104,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-12-20,1,POST,D,2,-0.237891565,F,1,0.071507761,F,1,-0.892078606,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-12-21,2,POST,D,2,-0.109282313,F,1,-0.14710918,F,1,-0.916394097,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-12-22,3,POST,D,2,-0.165760621,F,1,1.038372568,F,1,-0.892378269,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-12-23,4,POST,D,2,-0.012681551,F,1,1.000263957,F,1,-0.885271981,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-12-24,5,POST,D+,2.3,-0.26133652,D,2,0.741503112,F,1,-0.858430762,B,4
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-12-25,6,POST,B+,4.3,-0.487856983,C,3,-0.86899384,A,5,-0.968706649,A,5
MD,24,Maryland,24011,Caroline County,33304,2020-12-30 14:13:35.13358 UTC,2020-12-26,7,POST,D+,2.3,-0.267236461,D,2,0.368317481,F,1,-0.902952083,B,4
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-02-24,2,PRE,F,1,0.053502944,F,1,-0.113198535,F,1,1.68336039,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-02-25,3,PRE,F,1,-0.009700383,F,1,0.029813311,F,1,1.686995841,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-02-26,4,PRE,F,1,0.008365994,F,1,-0.000548242,F,1,1.831008602,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-02-27,5,PRE,F,1,-0.007086352,F,1,-0.083935013,F,1,1.746629466,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-02-28,6,PRE,F,1,0.049126037,F,1,-0.04451687,F,1,2.247710779,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-02-29,7,PRE,F,1,-0.014547422,F,1,0.060950983,F,1,2.244594678,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-01,1,PRE,F,1,-0.044314749,F,1,-0.005002555,F,1,1.239652001,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-02,2,PRE,F,1,-0.030171493,F,1,-0.064774105,F,1,1.604388606,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-03,3,PRE,F,1,-0.045815748,F,1,-0.01688726,F,1,1.646975324,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-04,4,PRE,F,1,0.004150328,F,1,-0.034921182,F,1,1.714002053,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-05,5,PRE,F,1,0.008516934,F,1,-0.115040498,F,1,1.771405527,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-06,6,PRE,F,1,-0.019260938,F,1,-0.097191085,F,1,1.916212589,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-07,7,PRE,F,1,0.027778775,F,1,0.040164469,F,1,2.054970747,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-08,1,PRE,F,1,-0.017548263,F,1,-0.018287249,F,1,0.945119326,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-09,2,POST,F,1,-0.003982481,F,1,-0.087406464,F,1,1.464072396,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-10,3,POST,F,1,-0.028880547,F,1,-0.045923492,F,1,1.525111322,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-11,4,POST,F,1,0.004502738,F,1,-0.136857278,F,1,1.803452491,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-12,5,POST,F,1,-0.028929526,F,1,0.023938298,F,1,1.447514289,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-13,6,POST,F,1,-0.105059932,F,1,-0.002957744,F,1,1.373919308,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-14,7,POST,F,1,-0.247652977,F,1,-0.238156017,F,1,0.546716607,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-15,1,POST,F,1,-0.208093097,F,1,-0.181410934,F,1,0.2941902,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-16,2,POST,F,1,-0.189342926,F,1,-0.194763205,F,1,0.544394806,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-17,3,POST,F,1,-0.17573099,F,1,-0.35154942,F,1,0.014046581,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-18,4,POST,F,1,-0.201136538,F,1,-0.39949611,F,1,-0.078978209,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-19,5,POST,F,1.3,-0.289729394,D,2,-0.497205698,F,1,-0.016656182,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-20,6,POST,D-,1.7,-0.359567537,D,2,-0.584879712,D,2,-0.185322804,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-21,7,POST,D,2,-0.45390246,C,3,-0.554147502,D,2,-0.396148444,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-22,1,POST,D-,1.7,-0.461770058,C,3,-0.511151776,F,1,-0.149762589,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-23,2,POST,F,1.3,-0.358866116,D,2,-0.509656718,F,1,-0.197848309,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-24,3,POST,D-,1.7,-0.360515975,D,2,-0.547474492,F,1,-0.442217863,D,2
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-25,4,POST,D+,2.3,-0.398610881,D,2,-0.609848648,C,3,-0.48187178,D,2
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-26,5,POST,D-,1.7,-0.362459332,D,2,-0.596624589,D,2,-0.309905757,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-27,6,POST,D-,1.7,-0.419154854,C,3,-0.53474878,F,1,-0.145302287,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-28,7,POST,C-,2.7,-0.550961941,B,4,-0.601828849,C,3,-0.181351302,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-29,1,POST,D,2,-0.530430012,C,3,-0.587200114,D,2,-0.394223793,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-30,2,POST,D-,1.7,-0.403511065,C,3,-0.411509681,F,1,-0.040088288,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-03-31,3,POST,C-,2.7,-0.464780123,C,3,-0.646182519,C,3,-0.649639228,D,2
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-04-01,4,POST,C-,2.7,-0.493539888,C,3,-0.622686141,C,3,-0.603511781,D,2
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-04-02,5,POST,C-,2.7,-0.458050549,C,3,-0.625780683,C,3,-0.51604583,D,2
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-04-03,6,POST,D,2,-0.464266453,C,3,-0.583956595,D,2,-0.255681016,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-04-04,7,POST,C-,2.7,-0.582370226,B,4,-0.63382914,C,3,-0.283962878,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-04-05,1,POST,C,3,-0.623990322,B,4,-0.632068634,C,3,-0.513696537,D,2
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-04-06,2,POST,C-,2.7,-0.472636276,C,3,-0.615764271,C,3,-0.46621373,D,2
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-04-07,3,POST,D+,2.3,-0.493137943,C,3,-0.597662444,D,2,-0.555622365,D,2
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-04-08,4,POST,D,2,-0.509816806,C,3,-0.597503958,D,2,-0.389906916,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-04-09,5,POST,C-,2.7,-0.485580965,C,3,-0.643791352,C,3,-0.437480081,D,2
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-04-10,6,POST,D+,2.3,-0.448563896,C,3,-0.609992276,C,3,-0.19152727,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-04-11,7,POST,D,2,-0.525488865,C,3,-0.565744189,D,2,-0.000782824,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-04-12,1,POST,B-,3.7,-0.572630817,B,4,-0.754458928,A,5,-0.705163843,D,2
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-04-13,2,POST,C-,2.7,-0.476223296,C,3,-0.609714279,C,3,-0.580922434,D,2
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-04-14,3,POST,D,2,-0.388298659,D,2,-0.560564804,D,2,-0.456816562,D,2
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-04-15,4,POST,D-,1.7,-0.412052313,C,3,-0.547213513,F,1,-0.393656747,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-04-16,5,POST,D-,1.7,-0.373353273,D,2,-0.58706834,D,2,-0.367859713,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-04-17,6,POST,D-,1.7,-0.385152698,D,2,-0.577362898,D,2,-0.182581889,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-04-18,7,POST,D+,2.3,-0.485879322,C,3,-0.604071604,C,3,-0.247187421,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-04-19,1,POST,D+,2.3,-0.469741397,C,3,-0.58513255,D,2,-0.421622359,D,2
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-04-20,2,POST,C-,2.7,-0.438653411,C,3,-0.617748276,C,3,-0.463774081,D,2
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-04-21,3,POST,D,2,-0.438689957,C,3,-0.596348359,D,2,-0.2516703,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-04-22,4,POST,D+,2.3,-0.438578588,C,3,-0.622291899,C,3,-0.160464271,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-04-23,5,POST,D,2,-0.453284857,C,3,-0.59291651,D,2,-0.132918027,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-04-24,6,POST,D,2,-0.478146469,C,3,-0.550102673,D,2,0.095364773,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-04-25,7,POST,D-,1.7,-0.473957445,C,3,-0.522220146,F,1,0.337747918,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-04-26,1,POST,C-,2.7,-0.570990695,B,4,-0.603598037,C,3,-0.269102372,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-04-27,2,POST,D-,1.7,-0.404966222,C,3,-0.534934418,F,1,-0.206275518,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-04-28,3,POST,D-,1.7,-0.404156146,C,3,-0.493268471,F,1,-0.13886754,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-04-29,4,POST,D-,1.7,-0.419439359,C,3,-0.495469302,F,1,-0.114831509,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-04-30,5,POST,D,2,-0.450233659,C,3,-0.400859215,F,1,-0.613936124,D,2
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-05-01,6,POST,D-,1.7,-0.423416952,C,3,-0.438593847,F,1,-0.397195379,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-05-02,7,POST,F,1.3,-0.380260855,D,2,-0.49492417,F,1,-0.365662962,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-05-03,1,POST,C-,2.7,-0.565921983,B,4,-0.600247157,C,3,-0.280584931,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-05-04,2,POST,D-,1.7,-0.431595482,C,3,-0.528002645,F,1,0.011238664,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-05-05,3,POST,F,1.3,-0.36323972,D,2,-0.446997505,F,1,0.202753476,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-05-06,4,POST,F,1.3,-0.398448247,D,2,-0.515748104,F,1,0.078646642,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-05-07,5,POST,F,1.3,-0.348581865,D,2,-0.49413329,F,1,0.49838476,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-05-08,6,POST,F,1.3,-0.374575734,D,2,-0.512367891,F,1,0.607379831,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-05-09,7,POST,F,1.3,-0.348417813,D,2,-0.440678661,F,1,1.149558918,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-05-10,1,POST,F,1.3,-0.284989071,D,2,-0.368822558,F,1,0.415329563,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-05-11,2,POST,F,1.3,-0.335068017,D,2,-0.501083855,F,1,0.035631666,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-05-12,3,POST,F,1.3,-0.357551205,D,2,-0.501001358,F,1,-0.045281706,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-05-13,4,POST,F,1.3,-0.308365518,D,2,-0.416423859,F,1,0.131002354,F,1
MD,24,Maryland,24013,Carroll County,168429,2020-12-30 14:13:35.13358 UTC,2020-05-14,5,POST,F,1.3,-0.282518296,D,2,-0.402554337,F,1,0.481964105,F,1
