,George Washington University Hospital,Hadley Memorial Hospital,Howard University Hospital,MedStar Georgetown University ,Sibley Memorial Hospital,Providence Hospital,United Medical Center,MedStar Washington Hospital Center,Other D.C. Hospitals,Virginia,Meritus Medical Center,University of Maryland Medical Center,Prince George's Hospital Center,Holy Cross Hospital,Frederick Memorial Hospital,Mercy Medical Center,Johns Hopkins Hospital,Dorchester (UMSRH),St. Agnes Hospital,Sinai Hospital of Baltimore,White Oak Medical Center,Garrett Memorial Hospital (WVU),Montgomery Medical Center (MedStar),Peninsula Regional Medical Center,Suburban Hospital,Anne Arundel Medical Center,Union Memorial Hospital (MedStar),Western Maryland Medical Center (UPMC),St. Mary's Hospital,Johns Hopkins Bayview Medical Center,Chestertown (UMSRH),Carroll Hospital Center,Harbor Hospital (MedStar),Charles Regional (UM),Easton (UMSRH),UMM Center Midtown Campus (acute) (Formerly Maryland General),Calvert Memorial Hospital,Northwest Hospital,Baltimore Washington Medical Center,Greater Baltimore Medical Center,Howard County General Hospital (JHM),Doctors Community Hospital,Greater Laurel,Good Samaritan Hospital (MedStar),Shady Grove Adventist Hospital,Fort Washington Hospital,Atlantic General Hospital,Southern Maryland Hospital (MedStar),St. Joseph's (UM),Holy Cross Germantown,Queenstown Emergency Center,Franklin Square (MedStar),Grace Medical Center,Union Hospital of Cecil County,Upper Chesapeake Medical Center (UMUCH),Edward McCready Memorial Hospital,Harford Memorial Hospital (UMUCH)
21543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970588235,0,0,0,0,0,0,0,0,0,0,0,0,0.029411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.985355649,0,0,0,0,0,0.012552301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209205,0,0,0,0,0,0,0,0,0,0
21555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03030303,0,0,0,0,0,0,0,0,0.939393939,0,0,0,0,0,0,0,0,0,0,0.03030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038461538,0,0,0,0,0,0,0,0,0.961538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935483871,0,0,0,0.016129032,0,0.048387097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0.866666667,0,0,0,0,0,0,0,0,0.022222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002114165,0,0.00422833,0.014799154,0,0,0,0.002114165,0,0.002114165,0,0.019027484,0,0,0,0,0.002114165,0,0,0,0.919661734,0,0,0,0.002114165,0,0,0,0,0,0,0,0,0,0,0,0.027484144,0,0.002114165,0.002114165,0,0,0
21607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0
21610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0.111111111,0,0,0
21612,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571428571,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21613,0,0,0,0,0,0,0,0,0,0,0,0.001497006,0,0,0.001497006,0,0.001497006,0.827844311,0.002994012,0,0,0,0,0.02245509,0,0.005988024,0.001497006,0,0,0.001497006,0.002994012,0,0,0,0.118263473,0.001497006,0,0,0.001497006,0,0,0,0,0.001497006,0,0.001497006,0,0,0.001497006,0,0.001497006,0,0,0.001497006,0.001497006,0,0
21617,0,0,0,0,0,0,0,0,0,0,0.005076142,0,0.005076142,0,0,0,0,0,0,0,0,0,0,0.005076142,0,0.096446701,0,0.005076142,0,0,0.096446701,0,0,0,0.091370558,0.005076142,0,0,0.005076142,0,0,0,0,0,0,0,0,0,0,0,0.680203046,0,0,0.005076142,0,0,0
21619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257731959,0.010309278,0,0,0,0,0,0,0,0.072164948,0,0,0,0.010309278,0,0,0,0,0,0,0,0,0,0,0,0.649484536,0,0,0,0,0,0
21620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003508772,0,0.003508772,0.007017544,0,0,0,0,0,0,0,0.028070175,0,0,0,0,0.884210526,0,0,0,0.021052632,0,0,0,0,0,0,0,0,0,0,0,0,0.003508772,0,0,0.045614035,0,0,0.003508772,0,0,0
21622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022727273,0,0,0,0,0,0,0,0,0.045454545,0,0,0,0,0.545454545,0,0,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340909091,0,0,0,0,0,0
21624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21625,0,0,0,0,0,0,0,0,0,0,0,0.018867925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018867925,0,0,0,0,0,0,0,0,0.773584906,0,0,0,0,0.018867925,0,0,0,0,0,0,0,0,0,0,0.169811321,0,0,0,0,0,0
21626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21628,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0
21629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022346369,0,0,0,0.005586592,0,0.005586592,0,0.05027933,0,0,0,0,0.011173184,0,0,0,0.737430168,0,0,0,0.005586592,0,0,0,0,0.005586592,0,0,0,0,0,0,0.156424581,0,0,0,0,0,0
21631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72972973,0,0,0,0,0,0.027027027,0,0.027027027,0,0,0,0,0,0,0,0,0.162162162,0,0,0,0,0.027027027,0,0,0,0,0.027027027,0,0,0,0,0,0,0,0,0,0,0,0
21632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006849315,0.089041096,0,0,0,0,0,0.04109589,0,0.006849315,0,0,0,0,0.006849315,0,0.006849315,0,0.821917808,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006849315,0,0.01369863,0,0,0,0,0,0
21634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21635,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0
21636,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176470588,0,0,0,0.470588235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294117647,0,0,0,0,0,0
21638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00729927,0,0,0,0.109489051,0,0,0,0,0.02189781,0.00729927,0,0.00729927,0.03649635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.810218978,0,0,0,0,0,0
21639,0,0,0,0,0,0,0,0,0,0,0,0.01010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050505051,0,0,0,0,0.03030303,0,0,0,0.636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272727273,0,0,0,0,0,0
21640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037,0,0,0,0,0,0,0,0,0.037037037,0,0,0,0,0.37037037,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0
21641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006756757,0,0,0.412162162,0,0,0,0,0,0.067567568,0,0.006756757,0,0,0,0,0,0,0,0,0.493243243,0.006756757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006756757,0,0,0,0,0,0
21644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
21645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029411765,0,0.029411765,0,0,0,0,0.529411765,0,0,0,0.176470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235294118,0,0,0,0,0,0
21650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033898305,0,0,0,0,0.813559322,0,0,0,0.016949153,0,0,0,0,0.016949153,0,0,0,0,0,0,0,0,0,0,0.101694915,0,0,0.016949153,0,0,0
21652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
21654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009615385,0.019230769,0,0,0,0,0,0.009615385,0,0.009615385,0,0,0,0,0,0,0,0,0.903846154,0,0,0,0,0,0.009615385,0,0,0,0,0,0,0,0,0,0.028846154,0,0,0,0.009615385,0,0
21657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.619047619,0,0,0,0,0,0
21658,0,0,0,0,0,0,0,0,0,0,0,0.01369863,0,0,0,0,0,0.01369863,0,0,0,0,0,0,0,0.109589041,0,0,0,0,0,0,0,0,0.068493151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794520548,0,0,0,0,0,0
21659,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0.466666667,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056179775,0,0,0,0,0.011235955,0,0,0,0.584269663,0,0.011235955,0,0,0,0,0,0.011235955,0,0,0,0,0,0,0,0.325842697,0,0,0,0,0,0
21661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029850746,0,0.014925373,0,0,0.820895522,0.014925373,0,0,0.014925373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059701493,0.014925373,0.014925373,0.014925373,0,0,0
21662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0.071428571,0,0,0,0.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.895833333,0,0,0,0.020833333,0,0,0,0,0,0,0,0.020833333,0,0.020833333,0,0.020833333,0,0,0,0,0,0
21664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0
21665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0
21666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006024096,0,0.006024096,0,0,0,0,0.006024096,0,0,0.289156627,0,0,0.006024096,0,0.006024096,0,0,0,0.030120482,0,0,0,0.006024096,0,0,0,0,0,0,0,0,0,0,0,0.644578313,0,0,0,0,0,0
21667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0
21668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714285714,0,0,0,0.028571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228571429,0,0,0.028571429,0,0,0
21669,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0.033333333,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0.017857143
21679,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0.555555556,0,0,0,0,0,0
21701,0,0,0,0,0,0,0,0,0,0,0.010224949,0.00204499,0,0,0.963190184,0,0.00408998,0,0,0,0,0,0.00204499,0.00204499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00408998,0,0,0,0.008179959,0,0,0,0,0.00408998,0,0,0,0,0,0,0
21702,0,0,0,0,0,0,0,0,0,0,0.005870841,0,0,0.001956947,0.964774951,0,0.001956947,0,0.001956947,0,0,0,0,0,0.001956947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001956947,0.001956947,0,0,0.011741683,0,0,0,0,0.005870841,0,0,0,0,0,0,0
21703,0,0,0,0,0,0,0,0,0,0,0.010582011,0,0,0,0.962962963,0,0,0,0,0,0,0,0.002645503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002645503,0.013227513,0,0,0,0,0.007936508,0,0,0,0,0,0,0
21704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909090909,0,0,0,0,0,0,0,0,0.012987013,0,0,0,0,0,0,0,0.012987013,0,0,0,0,0,0,0,0,0,0,0,0,0.051948052,0,0,0,0,0.012987013,0,0,0,0,0,0,0
21710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619048,0,0,0,0,0,0,0
21711,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21713,0,0,0,0,0,0,0,0,0,0,0.882882883,0,0,0.009009009,0.081081081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009009009,0,0.009009009,0,0,0,0,0,0,0,0,0,0.009009009,0,0,0,0,0,0
21714,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0
21716,0,0,0,0,0,0,0,0,0,0,0.012820513,0.012820513,0,0,0.948717949,0,0,0,0,0,0,0,0,0,0.012820513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012820513,0,0,0,0,0,0,0
21717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21719,0,0,0,0,0,0,0,0,0,0,0.583333333,0.083333333,0,0,0.166666667,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0
21722,0,0,0,0,0,0,0,0,0,0,0.968253968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015873016,0,0,0,0,0,0,0,0,0,0,0,0.015873016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0
21727,0,0,0,0,0,0,0,0,0,0,0.029411765,0,0,0,0.794117647,0,0,0,0.029411765,0,0,0,0,0.029411765,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0.029411765,0,0,0,0,0.029411765,0,0,0,0,0,0,0
21733,0,0,0,0,0,0,0,0,0,0,0.866666667,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21734,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0.666666667,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0
21740,0,0,0,0,0,0,0,0,0,0,0.979345955,0.000573723,0,0,0.012621916,0,0.002294894,0,0,0,0,0,0,0,0,0,0.000573723,0.000573723,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000573723,0,0.000573723,0.00172117,0,0,0,0.000573723,0.000573723,0,0,0,0,0,0,0
21742,0,0,0,0,0,0,0,0,0,0,0.949886105,0.002277904,0,0,0.020501139,0.002277904,0.002277904,0,0,0,0.002277904,0,0,0,0.004555809,0,0,0.002277904,0,0,0,0,0.002277904,0,0,0,0.002277904,0,0,0,0,0,0,0.002277904,0.002277904,0,0.002277904,0,0,0,0.002277904,0,0,0,0,0,0
21746,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21750,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.851851852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074074074,0,0,0,0,0.037037037,0,0,0,0,0.037037037,0,0
21755,0,0,0,0,0,0,0,0,0,0,0.026315789,0,0,0,0.947368421,0,0,0,0,0,0.026315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21756,0,0,0,0,0,0,0,0,0,0,0.806451613,0,0,0,0.161290323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0
21758,0,0,0,0,0,0,0,0,0,0,0.114285714,0,0,0,0.8,0,0,0,0,0,0,0.028571429,0,0,0,0.028571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571429,0,0,0,0,0,0,0
21762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21766,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0.214285714,0,0,0,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0
21767,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21769,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014285714,0,0.014285714,0,0,0,0,0,0.014285714,0,0,0,0,0,0,0,0,0,0
21770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653846154,0,0,0,0.038461538,0,0,0,0.038461538,0,0.038461538,0.038461538,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0.038461538,0,0,0,0,0.076923077,0,0,0,0,0,0,0
21771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48427673,0,0.012578616,0,0.006289308,0,0,0,0.037735849,0,0,0,0,0.006289308,0,0,0,0.308176101,0,0,0,0,0,0,0,0.006289308,0.075471698,0,0,0,0.044025157,0,0,0,0,0.018867925,0,0,0,0,0,0,0
